纬度,经度,SO2,NO2,PM10,污染程度,日期,时间段,气温,风向编码,风力编码,降水强度,天气_多云,天气_晴,天气_阴,天气_雨,天气_雪,天气_雾霾沙尘
34.261593,108.98996,17,19,34,0,2011/5/24,0,22,8,1,1,0,0,0,1,0,0
34.261593,108.98996,17,19,34,0,2011/5/24,1,14,8,1,0,0,0,1,0,0,0
34.279709,109.07048,23,30,55,1,2011/5/24,0,22,8,1,1,0,0,0,1,0,0
34.279709,109.07048,23,30,55,1,2011/5/24,1,14,8,1,0,0,0,1,0,0,0
34.22282,108.947144,10,20,48,0,2011/5/24,0,22,8,1,1,0,0,0,1,0,0
34.22282,108.947144,10,20,48,0,2011/5/24,1,14,8,1,0,0,0,1,0,0,0
34.26955,108.95903,9,20,55,1,2011/5/24,0,22,8,1,1,0,0,0,1,0,0
34.26955,108.95903,9,20,55,1,2011/5/24,1,14,8,1,0,0,0,1,0,0,0
34.233376,108.9049,17,24,56,1,2011/5/24,0,22,8,1,1,0,0,0,1,0,0
34.233376,108.9049,17,24,56,1,2011/5/24,1,14,8,1,0,0,0,1,0,0,0
34.35886,108.929192,11,37,72,1,2011/5/24,0,22,8,1,1,0,0,0,1,0,0
34.35886,108.929192,11,37,72,1,2011/5/24,1,14,8,1,0,0,0,1,0,0,0
34.158932,108.90696,14,23,65,1,2011/5/24,0,22,8,1,1,0,0,0,1,0,0
34.158932,108.90696,14,23,65,1,2011/5/24,1,14,8,1,0,0,0,1,0,0,0
34.662251,109.226196,7,18,53,1,2011/5/24,0,22,8,1,1,0,0,0,1,0,0
34.662251,109.226196,7,18,53,1,2011/5/24,1,14,8,1,0,0,0,1,0,0,0
34.366699,109.214211,14,12,63,1,2011/5/24,0,22,8,1,1,0,0,0,1,0,0
34.366699,109.214211,14,12,63,1,2011/5/24,1,14,8,1,0,0,0,1,0,0,0
34.354256,109.011482,12,11,49,0,2011/5/24,0,22,8,1,1,0,0,0,1,0,0
34.354256,109.011482,12,11,49,0,2011/5/24,1,14,8,1,0,0,0,1,0,0,0
34.382896,108.88327,10,18,79,1,2011/5/24,0,22,8,1,1,0,0,0,1,0,0
34.382896,108.88327,10,18,79,1,2011/5/24,1,14,8,1,0,0,0,1,0,0,0
34.259781,108.856987,14,23,70,1,2011/5/25,0,27,8,1,0,1,0,0,0,0,0
34.259781,108.856987,14,23,70,1,2011/5/25,1,15,8,1,0,0,1,0,0,0,0
34.261593,108.98996,17,13,60,1,2011/5/25,0,27,8,1,0,1,0,0,0,0,0
34.261593,108.98996,17,13,60,1,2011/5/25,1,15,8,1,0,0,1,0,0,0,0
34.279709,109.07048,8,22,79,1,2011/5/25,0,27,8,1,0,1,0,0,0,0,0
34.279709,109.07048,8,22,79,1,2011/5/25,1,15,8,1,0,0,1,0,0,0,0
34.22282,108.947144,23,17,68,1,2011/5/25,0,27,8,1,0,1,0,0,0,0,0
34.22282,108.947144,23,17,68,1,2011/5/25,1,15,8,1,0,0,1,0,0,0,0
34.26955,108.95903,22,14,76,1,2011/5/25,0,27,8,1,0,1,0,0,0,0,0
34.26955,108.95903,22,14,76,1,2011/5/25,1,15,8,1,0,0,1,0,0,0,0
34.233376,108.9049,15,22,75,1,2011/5/25,0,27,8,1,0,1,0,0,0,0,0
34.233376,108.9049,15,22,75,1,2011/5/25,1,15,8,1,0,0,1,0,0,0,0
34.35886,108.929192,15,23,77,1,2011/5/25,0,27,8,1,0,1,0,0,0,0,0
34.35886,108.929192,15,23,77,1,2011/5/25,1,15,8,1,0,0,1,0,0,0,0
34.158932,108.90696,15,19,72,1,2011/5/25,0,27,8,1,0,1,0,0,0,0,0
34.158932,108.90696,15,19,72,1,2011/5/25,1,15,8,1,0,0,1,0,0,0,0
34.662251,109.226196,13,9,63,1,2011/5/25,0,27,8,1,0,1,0,0,0,0,0
34.662251,109.226196,13,9,63,1,2011/5/25,1,15,8,1,0,0,1,0,0,0,0
34.366699,109.214211,23,7,77,1,2011/5/25,0,27,8,1,0,1,0,0,0,0,0
34.366699,109.214211,23,7,77,1,2011/5/25,1,15,8,1,0,0,1,0,0,0,0
34.354256,109.011482,14,14,61,1,2011/5/25,0,27,8,1,0,1,0,0,0,0,0
34.354256,109.011482,14,14,61,1,2011/5/25,1,15,8,1,0,0,1,0,0,0,0
34.382896,108.88327,13,12,80,1,2011/5/25,0,27,8,1,0,1,0,0,0,0,0
34.382896,108.88327,13,12,80,1,2011/5/25,1,15,8,1,0,0,1,0,0,0,0
34.259781,108.856987,16,19,78,1,2011/5/26,0,29,8,1,0,1,0,0,0,0,0
34.259781,108.856987,16,19,78,1,2011/5/26,1,17,8,1,0,1,0,0,0,0,0
34.261593,108.98996,10,8,73,1,2011/5/26,0,29,8,1,0,1,0,0,0,0,0
34.261593,108.98996,10,8,73,1,2011/5/26,1,17,8,1,0,1,0,0,0,0,0
34.279709,109.07048,18,16,82,1,2011/5/26,0,29,8,1,0,1,0,0,0,0,0
34.279709,109.07048,18,16,82,1,2011/5/26,1,17,8,1,0,1,0,0,0,0,0
34.22282,108.947144,19,24,63,1,2011/5/26,0,29,8,1,0,1,0,0,0,0,0
34.22282,108.947144,19,24,63,1,2011/5/26,1,17,8,1,0,1,0,0,0,0,0
34.26955,108.95903,23,25,74,1,2011/5/26,0,29,8,1,0,1,0,0,0,0,0
34.26955,108.95903,23,25,74,1,2011/5/26,1,17,8,1,0,1,0,0,0,0,0
34.233376,108.9049,19,18,74,1,2011/5/26,0,29,8,1,0,1,0,0,0,0,0
34.233376,108.9049,19,18,74,1,2011/5/26,1,17,8,1,0,1,0,0,0,0,0
34.35886,108.929192,13,23,85,1,2011/5/26,0,29,8,1,0,1,0,0,0,0,0
34.35886,108.929192,13,23,85,1,2011/5/26,1,17,8,1,0,1,0,0,0,0,0
34.158932,108.90696,19,19,80,1,2011/5/26,0,29,8,1,0,1,0,0,0,0,0
34.158932,108.90696,19,19,80,1,2011/5/26,1,17,8,1,0,1,0,0,0,0,0
34.662251,109.226196,19,10,58,1,2011/5/26,0,29,8,1,0,1,0,0,0,0,0
34.662251,109.226196,19,10,58,1,2011/5/26,1,17,8,1,0,1,0,0,0,0,0
34.366699,109.214211,16,20,80,1,2011/5/26,0,29,8,1,0,1,0,0,0,0,0
34.366699,109.214211,16,20,80,1,2011/5/26,1,17,8,1,0,1,0,0,0,0,0
34.354256,109.011482,14,17,55,1,2011/5/26,0,29,8,1,0,1,0,0,0,0,0
34.354256,109.011482,14,17,55,1,2011/5/26,1,17,8,1,0,1,0,0,0,0,0
34.382896,108.88327,17,12,94,1,2011/5/26,0,29,8,1,0,1,0,0,0,0,0
34.382896,108.88327,17,12,94,1,2011/5/26,1,17,8,1,0,1,0,0,0,0,0
34.259781,108.856987,20,24,75,1,2011/5/27,0,31,8,1,0,0,1,0,0,0,0
34.259781,108.856987,20,24,75,1,2011/5/27,1,19,8,1,0,1,0,0,0,0,0
34.261593,108.98996,11,9,58,1,2011/5/27,0,31,8,1,0,0,1,0,0,0,0
34.261593,108.98996,11,9,58,1,2011/5/27,1,19,8,1,0,1,0,0,0,0,0
34.279709,109.07048,9,19,73,1,2011/5/27,0,31,8,1,0,0,1,0,0,0,0
34.279709,109.07048,9,19,73,1,2011/5/27,1,19,8,1,0,1,0,0,0,0,0
34.22282,108.947144,20,13,57,1,2011/5/27,0,31,8,1,0,0,1,0,0,0,0
34.22282,108.947144,20,13,57,1,2011/5/27,1,19,8,1,0,1,0,0,0,0,0
34.26955,108.95903,23,15,77,1,2011/5/27,0,31,8,1,0,0,1,0,0,0,0
34.26955,108.95903,23,15,77,1,2011/5/27,1,19,8,1,0,1,0,0,0,0,0
34.233376,108.9049,10,21,87,1,2011/5/27,0,31,8,1,0,0,1,0,0,0,0
34.233376,108.9049,10,21,87,1,2011/5/27,1,19,8,1,0,1,0,0,0,0,0
34.35886,108.929192,17,10,71,1,2011/5/27,0,31,8,1,0,0,1,0,0,0,0
34.35886,108.929192,17,10,71,1,2011/5/27,1,19,8,1,0,1,0,0,0,0,0
34.158932,108.90696,17,19,79,1,2011/5/27,0,31,8,1,0,0,1,0,0,0,0
34.158932,108.90696,17,19,79,1,2011/5/27,1,19,8,1,0,1,0,0,0,0,0
34.662251,109.226196,11,15,60,1,2011/5/27,0,31,8,1,0,0,1,0,0,0,0
34.662251,109.226196,11,15,60,1,2011/5/27,1,19,8,1,0,1,0,0,0,0,0
34.366699,109.214211,14,16,76,1,2011/5/27,0,31,8,1,0,0,1,0,0,0,0
34.366699,109.214211,14,16,76,1,2011/5/27,1,19,8,1,0,1,0,0,0,0,0
34.354256,109.011482,11,17,70,1,2011/5/27,0,31,8,1,0,0,1,0,0,0,0
34.354256,109.011482,11,17,70,1,2011/5/27,1,19,8,1,0,1,0,0,0,0,0
34.382896,108.88327,12,9,77,1,2011/5/27,0,31,8,1,0,0,1,0,0,0,0
34.382896,108.88327,12,9,77,1,2011/5/27,1,19,8,1,0,1,0,0,0,0,0
34.259781,108.856987,15,15,90,1,2011/5/28,0,31,8,1,0,0,0,1,0,0,0
34.259781,108.856987,15,15,90,1,2011/5/28,1,17,8,1,1,0,0,0,1,0,0
34.261593,108.98996,10,9,72,1,2011/5/28,0,31,8,1,0,0,0,1,0,0,0
34.261593,108.98996,10,9,72,1,2011/5/28,1,17,8,1,1,0,0,0,1,0,0
34.279709,109.07048,9,21,78,1,2011/5/28,0,31,8,1,0,0,0,1,0,0,0
34.279709,109.07048,9,21,78,1,2011/5/28,1,17,8,1,1,0,0,0,1,0,0
34.22282,108.947144,17,19,63,1,2011/5/28,0,31,8,1,0,0,0,1,0,0,0
34.22282,108.947144,17,19,63,1,2011/5/28,1,17,8,1,1,0,0,0,1,0,0
34.26955,108.95903,27,14,73,1,2011/5/28,0,31,8,1,0,0,0,1,0,0,0
34.26955,108.95903,27,14,73,1,2011/5/28,1,17,8,1,1,0,0,0,1,0,0
34.233376,108.9049,20,23,83,1,2011/5/28,0,31,8,1,0,0,0,1,0,0,0
34.233376,108.9049,20,23,83,1,2011/5/28,1,17,8,1,1,0,0,0,1,0,0
34.35886,108.929192,16,19,67,1,2011/5/28,0,31,8,1,0,0,0,1,0,0,0
34.35886,108.929192,16,19,67,1,2011/5/28,1,17,8,1,1,0,0,0,1,0,0
34.158932,108.90696,13,14,93,1,2011/5/28,0,31,8,1,0,0,0,1,0,0,0
34.158932,108.90696,13,14,93,1,2011/5/28,1,17,8,1,1,0,0,0,1,0,0
34.662251,109.226196,11,19,71,1,2011/5/28,0,31,8,1,0,0,0,1,0,0,0
34.662251,109.226196,11,19,71,1,2011/5/28,1,17,8,1,1,0,0,0,1,0,0
34.366699,109.214211,27,19,95,1,2011/5/28,0,31,8,1,0,0,0,1,0,0,0
34.366699,109.214211,27,19,95,1,2011/5/28,1,17,8,1,1,0,0,0,1,0,0
34.354256,109.011482,13,14,63,1,2011/5/28,0,31,8,1,0,0,0,1,0,0,0
34.354256,109.011482,13,14,63,1,2011/5/28,1,17,8,1,1,0,0,0,1,0,0
34.382896,108.88327,12,24,85,1,2011/5/28,0,31,8,1,0,0,0,1,0,0,0
34.382896,108.88327,12,24,85,1,2011/5/28,1,17,8,1,1,0,0,0,1,0,0
34.259781,108.856987,7,22,73,1,2011/5/29,0,25,8,1,1,0,0,0,1,0,0
34.259781,108.856987,7,22,73,1,2011/5/29,1,17,8,1,0,0,0,1,0,0,0
34.261593,108.98996,8,9,85,1,2011/5/29,0,25,8,1,1,0,0,0,1,0,0
34.261593,108.98996,8,9,85,1,2011/5/29,1,17,8,1,0,0,0,1,0,0,0
34.279709,109.07048,4,16,63,1,2011/5/29,0,25,8,1,1,0,0,0,1,0,0
34.279709,109.07048,4,16,63,1,2011/5/29,1,17,8,1,0,0,0,1,0,0,0
34.22282,108.947144,12,18,78,1,2011/5/29,0,25,8,1,1,0,0,0,1,0,0
34.22282,108.947144,12,18,78,1,2011/5/29,1,17,8,1,0,0,0,1,0,0,0
34.26955,108.95903,15,17,79,1,2011/5/29,0,25,8,1,1,0,0,0,1,0,0
34.26955,108.95903,15,17,79,1,2011/5/29,1,17,8,1,0,0,0,1,0,0,0
34.233376,108.9049,16,20,75,1,2011/5/29,0,25,8,1,1,0,0,0,1,0,0
34.233376,108.9049,16,20,75,1,2011/5/29,1,17,8,1,0,0,0,1,0,0,0
34.35886,108.929192,8,25,77,1,2011/5/29,0,25,8,1,1,0,0,0,1,0,0
34.35886,108.929192,8,25,77,1,2011/5/29,1,17,8,1,0,0,0,1,0,0,0
34.158932,108.90696,15,17,79,1,2011/5/29,0,25,8,1,1,0,0,0,1,0,0
34.158932,108.90696,15,17,79,1,2011/5/29,1,17,8,1,0,0,0,1,0,0,0
34.662251,109.226196,6,10,75,1,2011/5/29,0,25,8,1,1,0,0,0,1,0,0
34.662251,109.226196,6,10,75,1,2011/5/29,1,17,8,1,0,0,0,1,0,0,0
34.366699,109.214211,18,24,74,1,2011/5/29,0,25,8,1,1,0,0,0,1,0,0
34.366699,109.214211,18,24,74,1,2011/5/29,1,17,8,1,0,0,0,1,0,0,0
34.354256,109.011482,9,15,63,1,2011/5/29,0,25,8,1,1,0,0,0,1,0,0
34.354256,109.011482,9,15,63,1,2011/5/29,1,17,8,1,0,0,0,1,0,0,0
34.382896,108.88327,7,11,78,1,2011/5/29,0,25,8,1,1,0,0,0,1,0,0
34.382896,108.88327,7,11,78,1,2011/5/29,1,17,8,1,0,0,0,1,0,0,0
34.259781,108.856987,5,25,80,1,2011/5/30,0,25,8,1,0,1,0,0,0,0,0
34.259781,108.856987,5,25,80,1,2011/5/30,1,17,8,1,0,1,0,0,0,0,0
34.261593,108.98996,7,15,60,1,2011/5/30,0,25,8,1,0,1,0,0,0,0,0
34.261593,108.98996,7,15,60,1,2011/5/30,1,17,8,1,0,1,0,0,0,0,0
34.279709,109.07048,10,23,73,1,2011/5/30,0,25,8,1,0,1,0,0,0,0,0
34.279709,109.07048,10,23,73,1,2011/5/30,1,17,8,1,0,1,0,0,0,0,0
34.22282,108.947144,8,30,77,1,2011/5/30,0,25,8,1,0,1,0,0,0,0,0
34.22282,108.947144,8,30,77,1,2011/5/30,1,17,8,1,0,1,0,0,0,0,0
34.26955,108.95903,13,35,90,1,2011/5/30,0,25,8,1,0,1,0,0,0,0,0
34.26955,108.95903,13,35,90,1,2011/5/30,1,17,8,1,0,1,0,0,0,0,0
34.233376,108.9049,15,30,80,1,2011/5/30,0,25,8,1,0,1,0,0,0,0,0
34.233376,108.9049,15,30,80,1,2011/5/30,1,17,8,1,0,1,0,0,0,0,0
34.35886,108.929192,7,36,79,1,2011/5/30,0,25,8,1,0,1,0,0,0,0,0
34.35886,108.929192,7,36,79,1,2011/5/30,1,17,8,1,0,1,0,0,0,0,0
34.158932,108.90696,8,16,63,1,2011/5/30,0,25,8,1,0,1,0,0,0,0,0
34.158932,108.90696,8,16,63,1,2011/5/30,1,17,8,1,0,1,0,0,0,0,0
34.662251,109.226196,7,16,84,1,2011/5/30,0,25,8,1,0,1,0,0,0,0,0
34.662251,109.226196,7,16,84,1,2011/5/30,1,17,8,1,0,1,0,0,0,0,0
34.366699,109.214211,9,26,87,1,2011/5/30,0,25,8,1,0,1,0,0,0,0,0
34.366699,109.214211,9,26,87,1,2011/5/30,1,17,8,1,0,1,0,0,0,0,0
34.354256,109.011482,6,22,66,1,2011/5/30,0,25,8,1,0,1,0,0,0,0,0
34.354256,109.011482,6,22,66,1,2011/5/30,1,17,8,1,0,1,0,0,0,0,0
34.382896,108.88327,6,18,83,1,2011/5/30,0,25,8,1,0,1,0,0,0,0,0
34.382896,108.88327,6,18,83,1,2011/5/30,1,17,8,1,0,1,0,0,0,0,0
34.259781,108.856987,10,19,59,1,2011/5/31,0,30,8,1,0,0,1,0,0,0,0
34.259781,108.856987,10,19,59,1,2011/5/31,1,19,8,1,0,0,1,0,0,0,0
34.261593,108.98996,13,17,54,1,2011/5/31,0,30,8,1,0,0,1,0,0,0,0
34.261593,108.98996,13,17,54,1,2011/5/31,1,19,8,1,0,0,1,0,0,0,0
34.279709,109.07048,9,18,53,1,2011/5/31,0,30,8,1,0,0,1,0,0,0,0
34.279709,109.07048,9,18,53,1,2011/5/31,1,19,8,1,0,0,1,0,0,0,0
34.22282,108.947144,16,24,62,1,2011/5/31,0,30,8,1,0,0,1,0,0,0,0
34.22282,108.947144,16,24,62,1,2011/5/31,1,19,8,1,0,0,1,0,0,0,0
34.26955,108.95903,18,14,62,1,2011/5/31,0,30,8,1,0,0,1,0,0,0,0
34.26955,108.95903,18,14,62,1,2011/5/31,1,19,8,1,0,0,1,0,0,0,0
34.233376,108.9049,13,17,63,1,2011/5/31,0,30,8,1,0,0,1,0,0,0,0
34.233376,108.9049,13,17,63,1,2011/5/31,1,19,8,1,0,0,1,0,0,0,0
34.35886,108.929192,10,12,59,1,2011/5/31,0,30,8,1,0,0,1,0,0,0,0
34.35886,108.929192,10,12,59,1,2011/5/31,1,19,8,1,0,0,1,0,0,0,0
34.158932,108.90696,9,14,54,1,2011/5/31,0,30,8,1,0,0,1,0,0,0,0
34.158932,108.90696,9,14,54,1,2011/5/31,1,19,8,1,0,0,1,0,0,0,0
34.662251,109.226196,13,13,59,1,2011/5/31,0,30,8,1,0,0,1,0,0,0,0
34.662251,109.226196,13,13,59,1,2011/5/31,1,19,8,1,0,0,1,0,0,0,0
34.366699,109.214211,15,17,63,1,2011/5/31,0,30,8,1,0,0,1,0,0,0,0
34.366699,109.214211,15,17,63,1,2011/5/31,1,19,8,1,0,0,1,0,0,0,0
34.354256,109.011482,10,12,51,1,2011/5/31,0,30,8,1,0,0,1,0,0,0,0
34.354256,109.011482,10,12,51,1,2011/5/31,1,19,8,1,0,0,1,0,0,0,0
34.382896,108.88327,9,19,67,1,2011/5/31,0,30,8,1,0,0,1,0,0,0,0
34.382896,108.88327,9,19,67,1,2011/5/31,1,19,8,1,0,0,1,0,0,0,0
34.259781,108.856987,18,13,73,1,2011/6/1,0,32,8,1,0,0,1,0,0,0,0
34.259781,108.856987,18,13,73,1,2011/6/1,1,18,8,1,0,1,0,0,0,0,0
34.261593,108.98996,10,11,44,0,2011/6/1,0,32,8,1,0,0,1,0,0,0,0
34.261593,108.98996,10,11,44,0,2011/6/1,1,18,8,1,0,1,0,0,0,0,0
34.279709,109.07048,11,14,74,1,2011/6/1,0,32,8,1,0,0,1,0,0,0,0
34.279709,109.07048,11,14,74,1,2011/6/1,1,18,8,1,0,1,0,0,0,0,0
34.22282,108.947144,17,16,66,1,2011/6/1,0,32,8,1,0,0,1,0,0,0,0
34.22282,108.947144,17,16,66,1,2011/6/1,1,18,8,1,0,1,0,0,0,0,0
34.26955,108.95903,20,15,67,1,2011/6/1,0,32,8,1,0,0,1,0,0,0,0
34.26955,108.95903,20,15,67,1,2011/6/1,1,18,8,1,0,1,0,0,0,0,0
34.233376,108.9049,12,14,73,1,2011/6/1,0,32,8,1,0,0,1,0,0,0,0
34.233376,108.9049,12,14,73,1,2011/6/1,1,18,8,1,0,1,0,0,0,0,0
34.35886,108.929192,21,14,65,1,2011/6/1,0,32,8,1,0,0,1,0,0,0,0
34.35886,108.929192,21,14,65,1,2011/6/1,1,18,8,1,0,1,0,0,0,0,0
34.158932,108.90696,17,15,66,1,2011/6/1,0,32,8,1,0,0,1,0,0,0,0
34.158932,108.90696,17,15,66,1,2011/6/1,1,18,8,1,0,1,0,0,0,0,0
34.662251,109.226196,13,17,67,1,2011/6/1,0,32,8,1,0,0,1,0,0,0,0
34.662251,109.226196,13,17,67,1,2011/6/1,1,18,8,1,0,1,0,0,0,0,0
34.366699,109.214211,25,15,72,1,2011/6/1,0,32,8,1,0,0,1,0,0,0,0
34.366699,109.214211,25,15,72,1,2011/6/1,1,18,8,1,0,1,0,0,0,0,0
34.354256,109.011482,13,11,59,1,2011/6/1,0,32,8,1,0,0,1,0,0,0,0
34.354256,109.011482,13,11,59,1,2011/6/1,1,18,8,1,0,1,0,0,0,0,0
34.382896,108.88327,14,11,62,1,2011/6/1,0,32,8,1,0,0,1,0,0,0,0
34.382896,108.88327,14,11,62,1,2011/6/1,1,18,8,1,0,1,0,0,0,0,0
34.259781,108.856987,20,22,71,1,2011/6/2,0,30,8,1,0,1,0,0,0,0,0
34.259781,108.856987,20,22,71,1,2011/6/2,1,19,8,1,0,1,0,0,0,0,0
34.261593,108.98996,13,17,64,1,2011/6/2,0,30,8,1,0,1,0,0,0,0,0
34.261593,108.98996,13,17,64,1,2011/6/2,1,19,8,1,0,1,0,0,0,0,0
34.279709,109.07048,20,12,74,1,2011/6/2,0,30,8,1,0,1,0,0,0,0,0
34.279709,109.07048,20,12,74,1,2011/6/2,1,19,8,1,0,1,0,0,0,0,0
34.22282,108.947144,16,16,68,1,2011/6/2,0,30,8,1,0,1,0,0,0,0,0
34.22282,108.947144,16,16,68,1,2011/6/2,1,19,8,1,0,1,0,0,0,0,0
34.26955,108.95903,13,9,89,1,2011/6/2,0,30,8,1,0,1,0,0,0,0,0
34.26955,108.95903,13,9,89,1,2011/6/2,1,19,8,1,0,1,0,0,0,0,0
34.233376,108.9049,17,15,91,1,2011/6/2,0,30,8,1,0,1,0,0,0,0,0
34.233376,108.9049,17,15,91,1,2011/6/2,1,19,8,1,0,1,0,0,0,0,0
34.35886,108.929192,10,12,88,1,2011/6/2,0,30,8,1,0,1,0,0,0,0,0
34.35886,108.929192,10,12,88,1,2011/6/2,1,19,8,1,0,1,0,0,0,0,0
34.158932,108.90696,20,22,94,1,2011/6/2,0,30,8,1,0,1,0,0,0,0,0
34.158932,108.90696,20,22,94,1,2011/6/2,1,19,8,1,0,1,0,0,0,0,0
34.662251,109.226196,15,13,85,1,2011/6/2,0,30,8,1,0,1,0,0,0,0,0
34.662251,109.226196,15,13,85,1,2011/6/2,1,19,8,1,0,1,0,0,0,0,0
34.366699,109.214211,12,11,90,1,2011/6/2,0,30,8,1,0,1,0,0,0,0,0
34.366699,109.214211,12,11,90,1,2011/6/2,1,19,8,1,0,1,0,0,0,0,0
34.354256,109.011482,15,12,72,1,2011/6/2,0,30,8,1,0,1,0,0,0,0,0
34.354256,109.011482,15,12,72,1,2011/6/2,1,19,8,1,0,1,0,0,0,0,0
34.382896,108.88327,10,5,88,1,2011/6/2,0,30,8,1,0,1,0,0,0,0,0
34.382896,108.88327,10,5,88,1,2011/6/2,1,19,8,1,0,1,0,0,0,0,0
34.259781,108.856987,21,43,77,1,2011/6/3,0,30,8,1,0,0,0,1,0,0,0
34.259781,108.856987,21,43,77,1,2011/6/3,1,19,8,1,0,0,0,1,0,0,0
34.261593,108.98996,15,27,69,1,2011/6/3,0,30,8,1,0,0,0,1,0,0,0
34.261593,108.98996,15,27,69,1,2011/6/3,1,19,8,1,0,0,0,1,0,0,0
34.279709,109.07048,15,36,73,1,2011/6/3,0,30,8,1,0,0,0,1,0,0,0
34.279709,109.07048,15,36,73,1,2011/6/3,1,19,8,1,0,0,0,1,0,0,0
34.22282,108.947144,28,35,73,1,2011/6/3,0,30,8,1,0,0,0,1,0,0,0
34.22282,108.947144,28,35,73,1,2011/6/3,1,19,8,1,0,0,0,1,0,0,0
34.26955,108.95903,25,42,85,1,2011/6/3,0,30,8,1,0,0,0,1,0,0,0
34.26955,108.95903,25,42,85,1,2011/6/3,1,19,8,1,0,0,0,1,0,0,0
34.233376,108.9049,30,35,81,1,2011/6/3,0,30,8,1,0,0,0,1,0,0,0
34.233376,108.9049,30,35,81,1,2011/6/3,1,19,8,1,0,0,0,1,0,0,0
34.35886,108.929192,28,45,84,1,2011/6/3,0,30,8,1,0,0,0,1,0,0,0
34.35886,108.929192,28,45,84,1,2011/6/3,1,19,8,1,0,0,0,1,0,0,0
34.158932,108.90696,27,31,77,1,2011/6/3,0,30,8,1,0,0,0,1,0,0,0
34.158932,108.90696,27,31,77,1,2011/6/3,1,19,8,1,0,0,0,1,0,0,0
34.662251,109.226196,15,23,82,1,2011/6/3,0,30,8,1,0,0,0,1,0,0,0
34.662251,109.226196,15,23,82,1,2011/6/3,1,19,8,1,0,0,0,1,0,0,0
34.366699,109.214211,33,35,84,1,2011/6/3,0,30,8,1,0,0,0,1,0,0,0
34.366699,109.214211,33,35,84,1,2011/6/3,1,19,8,1,0,0,0,1,0,0,0
34.354256,109.011482,21,27,66,1,2011/6/3,0,30,8,1,0,0,0,1,0,0,0
34.354256,109.011482,21,27,66,1,2011/6/3,1,19,8,1,0,0,0,1,0,0,0
34.382896,108.88327,10,17,82,1,2011/6/3,0,30,8,1,0,0,0,1,0,0,0
34.382896,108.88327,10,17,82,1,2011/6/3,1,19,8,1,0,0,0,1,0,0,0
34.259781,108.856987,11,23,84,1,2011/6/4,0,29,8,1,0,1,0,0,0,0,0
34.259781,108.856987,11,23,84,1,2011/6/4,1,19,8,1,0,1,0,0,0,0,0
34.261593,108.98996,13,18,64,1,2011/6/4,0,29,8,1,0,1,0,0,0,0,0
34.261593,108.98996,13,18,64,1,2011/6/4,1,19,8,1,0,1,0,0,0,0,0
34.279709,109.07048,16,30,90,1,2011/6/4,0,29,8,1,0,1,0,0,0,0,0
34.279709,109.07048,16,30,90,1,2011/6/4,1,19,8,1,0,1,0,0,0,0,0
34.22282,108.947144,14,14,90,1,2011/6/4,0,29,8,1,0,1,0,0,0,0,0
34.22282,108.947144,14,14,90,1,2011/6/4,1,19,8,1,0,1,0,0,0,0,0
34.26955,108.95903,19,18,85,1,2011/6/4,0,29,8,1,0,1,0,0,0,0,0
34.26955,108.95903,19,18,85,1,2011/6/4,1,19,8,1,0,1,0,0,0,0,0
34.233376,108.9049,18,29,89,1,2011/6/4,0,29,8,1,0,1,0,0,0,0,0
34.233376,108.9049,18,29,89,1,2011/6/4,1,19,8,1,0,1,0,0,0,0,0
34.35886,108.929192,18,32,93,1,2011/6/4,0,29,8,1,0,1,0,0,0,0,0
34.35886,108.929192,18,32,93,1,2011/6/4,1,19,8,1,0,1,0,0,0,0,0
34.158932,108.90696,16,24,90,1,2011/6/4,0,29,8,1,0,1,0,0,0,0,0
34.158932,108.90696,16,24,90,1,2011/6/4,1,19,8,1,0,1,0,0,0,0,0
34.662251,109.226196,10,15,74,1,2011/6/4,0,29,8,1,0,1,0,0,0,0,0
34.662251,109.226196,10,15,74,1,2011/6/4,1,19,8,1,0,1,0,0,0,0,0
34.366699,109.214211,20,24,88,1,2011/6/4,0,29,8,1,0,1,0,0,0,0,0
34.366699,109.214211,20,24,88,1,2011/6/4,1,19,8,1,0,1,0,0,0,0,0
34.354256,109.011482,13,19,73,1,2011/6/4,0,29,8,1,0,1,0,0,0,0,0
34.354256,109.011482,13,19,73,1,2011/6/4,1,19,8,1,0,1,0,0,0,0,0
34.382896,108.88327,10,11,79,1,2011/6/4,0,29,8,1,0,1,0,0,0,0,0
34.382896,108.88327,10,11,79,1,2011/6/4,1,19,8,1,0,1,0,0,0,0,0
34.259781,108.856987,16,20,92,1,2011/6/5,0,30,8,1,0,1,0,0,0,0,0
34.259781,108.856987,16,20,92,1,2011/6/5,1,20,8,1,0,0,0,1,0,0,0
34.261593,108.98996,7,14,94,1,2011/6/5,0,30,8,1,0,1,0,0,0,0,0
34.261593,108.98996,7,14,94,1,2011/6/5,1,20,8,1,0,0,0,1,0,0,0
34.279709,109.07048,21,17,98,1,2011/6/5,0,30,8,1,0,1,0,0,0,0,0
34.279709,109.07048,21,17,98,1,2011/6/5,1,20,8,1,0,0,0,1,0,0,0
34.22282,108.947144,15,19,83,1,2011/6/5,0,30,8,1,0,1,0,0,0,0,0
34.22282,108.947144,15,19,83,1,2011/6/5,1,20,8,1,0,0,0,1,0,0,0
34.26955,108.95903,19,31,71,1,2011/6/5,0,30,8,1,0,1,0,0,0,0,0
