纬度,经度,SO2,NO2,PM10,污染程度,日期,时间段,气温,风向编码,风力编码,降水强度,天气_多云,天气_晴,天气_阴,天气_雨,天气_雪,天气_雾霾沙尘
34.259781,108.856987,35,15,79,1,2011/1/2,0,0,9,0,1,0,0,0,0,1,0
34.259781,108.856987,35,15,79,1,2011/1/2,1,-6,8,0,0,0,0,1,0,0,0
34.261593,108.98996,36,22,90,1,2011/1/2,0,0,9,0,1,0,0,0,0,1,0
34.261593,108.98996,36,22,90,1,2011/1/2,1,-6,8,0,0,0,0,1,0,0,0
34.279709,109.07048,70,46,95,1,2011/1/2,0,0,9,0,1,0,0,0,0,1,0
34.279709,109.07048,70,46,95,1,2011/1/2,1,-6,8,0,0,0,0,1,0,0,0
34.22282,108.947144,66,34,81,1,2011/1/2,0,0,9,0,1,0,0,0,0,1,0
34.22282,108.947144,66,34,81,1,2011/1/2,1,-6,8,0,0,0,0,1,0,0,0
34.26955,108.95903,46,46,93,1,2011/1/2,0,0,9,0,1,0,0,0,0,1,0
34.26955,108.95903,46,46,93,1,2011/1/2,1,-6,8,0,0,0,0,1,0,0,0
34.233376,108.9049,57,27,85,1,2011/1/2,0,0,9,0,1,0,0,0,0,1,0
34.233376,108.9049,57,27,85,1,2011/1/2,1,-6,8,0,0,0,0,1,0,0,0
34.35886,108.929192,35,15,74,1,2011/1/2,0,0,9,0,1,0,0,0,0,1,0
34.35886,108.929192,35,15,74,1,2011/1/2,1,-6,8,0,0,0,0,1,0,0,0
34.158932,108.90696,72,27,96,1,2011/1/2,0,0,9,0,1,0,0,0,0,1,0
34.158932,108.90696,72,27,96,1,2011/1/2,1,-6,8,0,0,0,0,1,0,0,0
34.662251,109.226196,66,40,69,1,2011/1/2,0,0,9,0,1,0,0,0,0,1,0
34.662251,109.226196,66,40,69,1,2011/1/2,1,-6,8,0,0,0,0,1,0,0,0
34.366699,109.214211,67,24,71,1,2011/1/2,0,0,9,0,1,0,0,0,0,1,0
34.366699,109.214211,67,24,71,1,2011/1/2,1,-6,8,0,0,0,0,1,0,0,0
34.382896,108.88327,62,22,91,1,2011/1/2,0,0,9,0,1,0,0,0,0,1,0
34.382896,108.88327,62,22,91,1,2011/1/2,1,-6,8,0,0,0,0,1,0,0,0
34.259781,108.856987,47,16,62,1,2011/1/3,0,0,9,0,0,0,0,1,0,0,0
34.259781,108.856987,47,16,62,1,2011/1/3,1,-5,8,0,0,1,0,0,0,0,0
34.261593,108.98996,31,14,71,1,2011/1/3,0,0,9,0,0,0,0,1,0,0,0
34.261593,108.98996,31,14,71,1,2011/1/3,1,-5,8,0,0,1,0,0,0,0,0
34.279709,109.07048,53,27,89,1,2011/1/3,0,0,9,0,0,0,0,1,0,0,0
34.279709,109.07048,53,27,89,1,2011/1/3,1,-5,8,0,0,1,0,0,0,0,0
34.22282,108.947144,59,39,82,1,2011/1/3,0,0,9,0,0,0,0,1,0,0,0
34.22282,108.947144,59,39,82,1,2011/1/3,1,-5,8,0,0,1,0,0,0,0,0
34.26955,108.95903,62,25,75,1,2011/1/3,0,0,9,0,0,0,0,1,0,0,0
34.26955,108.95903,62,25,75,1,2011/1/3,1,-5,8,0,0,1,0,0,0,0,0
34.233376,108.9049,43,20,78,1,2011/1/3,0,0,9,0,0,0,0,1,0,0,0
34.233376,108.9049,43,20,78,1,2011/1/3,1,-5,8,0,0,1,0,0,0,0,0
34.35886,108.929192,32,16,92,1,2011/1/3,0,0,9,0,0,0,0,1,0,0,0
34.35886,108.929192,32,16,92,1,2011/1/3,1,-5,8,0,0,1,0,0,0,0,0
34.158932,108.90696,72,45,91,1,2011/1/3,0,0,9,0,0,0,0,1,0,0,0
34.158932,108.90696,72,45,91,1,2011/1/3,1,-5,8,0,0,1,0,0,0,0,0
34.662251,109.226196,56,15,76,1,2011/1/3,0,0,9,0,0,0,0,1,0,0,0
34.662251,109.226196,56,15,76,1,2011/1/3,1,-5,8,0,0,1,0,0,0,0,0
34.366699,109.214211,32,18,62,1,2011/1/3,0,0,9,0,0,0,0,1,0,0,0
34.366699,109.214211,32,18,62,1,2011/1/3,1,-5,8,0,0,1,0,0,0,0,0
34.382896,108.88327,30,22,66,1,2011/1/3,0,0,9,0,0,0,0,1,0,0,0
34.382896,108.88327,30,22,66,1,2011/1/3,1,-5,8,0,0,1,0,0,0,0,0
34.259781,108.856987,76,19,86,1,2011/1/4,0,0,9,0,0,0,0,1,0,0,0
34.259781,108.856987,76,19,86,1,2011/1/4,1,-5,8,0,0,0,0,1,0,0,0
34.261593,108.98996,48,15,90,1,2011/1/4,0,0,9,0,0,0,0,1,0,0,0
34.261593,108.98996,48,15,90,1,2011/1/4,1,-5,8,0,0,0,0,1,0,0,0
34.279709,109.07048,86,31,100,1,2011/1/4,0,0,9,0,0,0,0,1,0,0,0
34.279709,109.07048,86,31,100,1,2011/1/4,1,-5,8,0,0,0,0,1,0,0,0
34.22282,108.947144,95,33,93,1,2011/1/4,0,0,9,0,0,0,0,1,0,0,0
34.22282,108.947144,95,33,93,1,2011/1/4,1,-5,8,0,0,0,0,1,0,0,0
34.26955,108.95903,99,34,100,1,2011/1/4,0,0,9,0,0,0,0,1,0,0,0
34.26955,108.95903,99,34,100,1,2011/1/4,1,-5,8,0,0,0,0,1,0,0,0
34.233376,108.9049,66,29,85,1,2011/1/4,0,0,9,0,0,0,0,1,0,0,0
34.233376,108.9049,66,29,85,1,2011/1/4,1,-5,8,0,0,0,0,1,0,0,0
34.35886,108.929192,49,27,111,2,2011/1/4,0,0,9,0,0,0,0,1,0,0,0
34.35886,108.929192,49,27,111,2,2011/1/4,1,-5,8,0,0,0,0,1,0,0,0
34.158932,108.90696,85,35,117,2,2011/1/4,0,0,9,0,0,0,0,1,0,0,0
34.158932,108.90696,85,35,117,2,2011/1/4,1,-5,8,0,0,0,0,1,0,0,0
34.662251,109.226196,71,24,87,1,2011/1/4,0,0,9,0,0,0,0,1,0,0,0
34.662251,109.226196,71,24,87,1,2011/1/4,1,-5,8,0,0,0,0,1,0,0,0
34.366699,109.214211,48,30,79,1,2011/1/4,0,0,9,0,0,0,0,1,0,0,0
34.366699,109.214211,48,30,79,1,2011/1/4,1,-5,8,0,0,0,0,1,0,0,0
34.382896,108.88327,50,25,85,1,2011/1/4,0,0,9,0,0,0,0,1,0,0,0
34.382896,108.88327,50,25,85,1,2011/1/4,1,-5,8,0,0,0,0,1,0,0,0
34.259781,108.856987,63,27,119,2,2011/1/5,0,0,9,0,0,0,0,0,0,0,1
34.259781,108.856987,63,27,119,2,2011/1/5,1,-6,8,0,0,1,0,0,0,0,0
34.261593,108.98996,54,23,106,2,2011/1/5,0,0,9,0,0,0,0,0,0,0,1
34.261593,108.98996,54,23,106,2,2011/1/5,1,-6,8,0,0,1,0,0,0,0,0
34.279709,109.07048,70,50,111,2,2011/1/5,0,0,9,0,0,0,0,0,0,0,1
34.279709,109.07048,70,50,111,2,2011/1/5,1,-6,8,0,0,1,0,0,0,0,0
34.22282,108.947144,62,58,142,2,2011/1/5,0,0,9,0,0,0,0,0,0,0,1
34.22282,108.947144,62,58,142,2,2011/1/5,1,-6,8,0,0,1,0,0,0,0,0
34.26955,108.95903,59,75,144,2,2011/1/5,0,0,9,0,0,0,0,0,0,0,1
34.26955,108.95903,59,75,144,2,2011/1/5,1,-6,8,0,0,1,0,0,0,0,0
34.233376,108.9049,63,40,107,2,2011/1/5,0,0,9,0,0,0,0,0,0,0,1
34.233376,108.9049,63,40,107,2,2011/1/5,1,-6,8,0,0,1,0,0,0,0,0
34.35886,108.929192,24,28,128,2,2011/1/5,0,0,9,0,0,0,0,0,0,0,1
34.35886,108.929192,24,28,128,2,2011/1/5,1,-6,8,0,0,1,0,0,0,0,0
34.158932,108.90696,56,45,127,2,2011/1/5,0,0,9,0,0,0,0,0,0,0,1
34.158932,108.90696,56,45,127,2,2011/1/5,1,-6,8,0,0,1,0,0,0,0,0
34.662251,109.226196,62,13,122,2,2011/1/5,0,0,9,0,0,0,0,0,0,0,1
34.662251,109.226196,62,13,122,2,2011/1/5,1,-6,8,0,0,1,0,0,0,0,0
34.366699,109.214211,49,27,125,2,2011/1/5,0,0,9,0,0,0,0,0,0,0,1
34.366699,109.214211,49,27,125,2,2011/1/5,1,-6,8,0,0,1,0,0,0,0,0
34.382896,108.88327,34,32,112,2,2011/1/5,0,0,9,0,0,0,0,0,0,0,1
34.382896,108.88327,34,32,112,2,2011/1/5,1,-6,8,0,0,1,0,0,0,0,0
34.259781,108.856987,63,24,65,1,2011/1/6,0,-1,9,0,0,0,0,1,0,0,0
34.259781,108.856987,63,24,65,1,2011/1/6,1,-6,9,0,0,0,0,1,0,0,0
34.261593,108.98996,53,22,83,1,2011/1/6,0,-1,9,0,0,0,0,1,0,0,0
34.261593,108.98996,53,22,83,1,2011/1/6,1,-6,9,0,0,0,0,1,0,0,0
34.279709,109.07048,77,34,95,1,2011/1/6,0,-1,9,0,0,0,0,1,0,0,0
34.279709,109.07048,77,34,95,1,2011/1/6,1,-6,9,0,0,0,0,1,0,0,0
34.22282,108.947144,84,37,88,1,2011/1/6,0,-1,9,0,0,0,0,1,0,0,0
34.22282,108.947144,84,37,88,1,2011/1/6,1,-6,9,0,0,0,0,1,0,0,0
34.26955,108.95903,76,32,80,1,2011/1/6,0,-1,9,0,0,0,0,1,0,0,0
34.26955,108.95903,76,32,80,1,2011/1/6,1,-6,9,0,0,0,0,1,0,0,0
34.233376,108.9049,56,31,78,1,2011/1/6,0,-1,9,0,0,0,0,1,0,0,0
34.233376,108.9049,56,31,78,1,2011/1/6,1,-6,9,0,0,0,0,1,0,0,0
34.35886,108.929192,46,23,84,1,2011/1/6,0,-1,9,0,0,0,0,1,0,0,0
34.35886,108.929192,46,23,84,1,2011/1/6,1,-6,9,0,0,0,0,1,0,0,0
34.158932,108.90696,52,27,84,1,2011/1/6,0,-1,9,0,0,0,0,1,0,0,0
34.158932,108.90696,52,27,84,1,2011/1/6,1,-6,9,0,0,0,0,1,0,0,0
34.662251,109.226196,60,20,92,1,2011/1/6,0,-1,9,0,0,0,0,1,0,0,0
34.662251,109.226196,60,20,92,1,2011/1/6,1,-6,9,0,0,0,0,1,0,0,0
34.366699,109.214211,47,19,78,1,2011/1/6,0,-1,9,0,0,0,0,1,0,0,0
34.366699,109.214211,47,19,78,1,2011/1/6,1,-6,9,0,0,0,0,1,0,0,0
34.382896,108.88327,42,25,77,1,2011/1/6,0,-1,9,0,0,0,0,1,0,0,0
34.382896,108.88327,42,25,77,1,2011/1/6,1,-6,9,0,0,0,0,1,0,0,0
34.259781,108.856987,72,19,78,1,2011/1/7,0,1,9,0,0,1,0,0,0,0,0
34.259781,108.856987,72,19,78,1,2011/1/7,1,-5,8,0,0,1,0,0,0,0,0
34.261593,108.98996,50,17,83,1,2011/1/7,0,1,9,0,0,1,0,0,0,0,0
34.261593,108.98996,50,17,83,1,2011/1/7,1,-5,8,0,0,1,0,0,0,0,0
34.279709,109.07048,86,27,99,1,2011/1/7,0,1,9,0,0,1,0,0,0,0,0
34.279709,109.07048,86,27,99,1,2011/1/7,1,-5,8,0,0,1,0,0,0,0,0
34.22282,108.947144,98,35,87,1,2011/1/7,0,1,9,0,0,1,0,0,0,0,0
34.22282,108.947144,98,35,87,1,2011/1/7,1,-5,8,0,0,1,0,0,0,0,0
34.26955,108.95903,96,32,84,1,2011/1/7,0,1,9,0,0,1,0,0,0,0,0
34.26955,108.95903,96,32,84,1,2011/1/7,1,-5,8,0,0,1,0,0,0,0,0
34.233376,108.9049,84,38,75,1,2011/1/7,0,1,9,0,0,1,0,0,0,0,0
34.233376,108.9049,84,38,75,1,2011/1/7,1,-5,8,0,0,1,0,0,0,0,0
34.35886,108.929192,50,43,100,1,2011/1/7,0,1,9,0,0,1,0,0,0,0,0
34.35886,108.929192,50,43,100,1,2011/1/7,1,-5,8,0,0,1,0,0,0,0,0
34.158932,108.90696,49,32,94,1,2011/1/7,0,1,9,0,0,1,0,0,0,0,0
34.158932,108.90696,49,32,94,1,2011/1/7,1,-5,8,0,0,1,0,0,0,0,0
34.662251,109.226196,50,20,95,1,2011/1/7,0,1,9,0,0,1,0,0,0,0,0
34.662251,109.226196,50,20,95,1,2011/1/7,1,-5,8,0,0,1,0,0,0,0,0
34.366699,109.214211,46,25,84,1,2011/1/7,0,1,9,0,0,1,0,0,0,0,0
34.366699,109.214211,46,25,84,1,2011/1/7,1,-5,8,0,0,1,0,0,0,0,0
34.382896,108.88327,44,24,122,2,2011/1/7,0,1,9,0,0,1,0,0,0,0,0
34.382896,108.88327,44,24,122,2,2011/1/7,1,-5,8,0,0,1,0,0,0,0,0
34.261593,108.98996,55,18,98,1,2011/1/8,0,0,9,0,0,1,0,0,0,0,0
34.261593,108.98996,55,18,98,1,2011/1/8,1,-6,8,0,0,1,0,0,0,0,0
34.279709,109.07048,94,43,100,1,2011/1/8,0,0,9,0,0,1,0,0,0,0,0
34.279709,109.07048,94,43,100,1,2011/1/8,1,-6,8,0,0,1,0,0,0,0,0
34.22282,108.947144,98,47,96,1,2011/1/8,0,0,9,0,0,1,0,0,0,0,0
34.22282,108.947144,98,47,96,1,2011/1/8,1,-6,8,0,0,1,0,0,0,0,0
34.26955,108.95903,100,44,93,1,2011/1/8,0,0,9,0,0,1,0,0,0,0,0
34.26955,108.95903,100,44,93,1,2011/1/8,1,-6,8,0,0,1,0,0,0,0,0
34.233376,108.9049,86,36,89,1,2011/1/8,0,0,9,0,0,1,0,0,0,0,0
34.233376,108.9049,86,36,89,1,2011/1/8,1,-6,8,0,0,1,0,0,0,0,0
34.35886,108.929192,73,50,95,1,2011/1/8,0,0,9,0,0,1,0,0,0,0,0
34.35886,108.929192,73,50,95,1,2011/1/8,1,-6,8,0,0,1,0,0,0,0,0
34.662251,109.226196,71,20,98,1,2011/1/8,0,0,9,0,0,1,0,0,0,0,0
34.662251,109.226196,71,20,98,1,2011/1/8,1,-6,8,0,0,1,0,0,0,0,0
34.366699,109.214211,90,22,91,1,2011/1/8,0,0,9,0,0,1,0,0,0,0,0
34.366699,109.214211,90,22,91,1,2011/1/8,1,-6,8,0,0,1,0,0,0,0,0
34.382896,108.88327,57,38,123,2,2011/1/8,0,0,9,0,0,1,0,0,0,0,0
34.382896,108.88327,57,38,123,2,2011/1/8,1,-6,8,0,0,1,0,0,0,0,0
34.259781,108.856987,74,25,100,1,2011/1/9,0,1,9,0,0,0,0,1,0,0,0
34.259781,108.856987,74,25,100,1,2011/1/9,1,-4,8,0,0,1,0,0,0,0,0
34.259781,108.856987,76,21,84,1,2011/1/9,0,1,9,0,0,0,0,1,0,0,0
34.259781,108.856987,76,21,84,1,2011/1/9,1,-4,8,0,0,1,0,0,0,0,0
34.261593,108.98996,47,15,92,1,2011/1/9,0,1,9,0,0,0,0,1,0,0,0
34.261593,108.98996,47,15,92,1,2011/1/9,1,-4,8,0,0,1,0,0,0,0,0
34.279709,109.07048,69,39,105,2,2011/1/9,0,1,9,0,0,0,0,1,0,0,0
34.279709,109.07048,69,39,105,2,2011/1/9,1,-4,8,0,0,1,0,0,0,0,0
34.22282,108.947144,78,37,94,1,2011/1/9,0,1,9,0,0,0,0,1,0,0,0
34.22282,108.947144,78,37,94,1,2011/1/9,1,-4,8,0,0,1,0,0,0,0,0
34.26955,108.95903,91,44,101,2,2011/1/9,0,1,9,0,0,0,0,1,0,0,0
34.26955,108.95903,91,44,101,2,2011/1/9,1,-4,8,0,0,1,0,0,0,0,0
34.233376,108.9049,72,29,103,2,2011/1/9,0,1,9,0,0,0,0,1,0,0,0
34.233376,108.9049,72,29,103,2,2011/1/9,1,-4,8,0,0,1,0,0,0,0,0
34.35886,108.929192,73,42,106,2,2011/1/9,0,1,9,0,0,0,0,1,0,0,0
34.35886,108.929192,73,42,106,2,2011/1/9,1,-4,8,0,0,1,0,0,0,0,0
34.158932,108.90696,61,32,101,2,2011/1/9,0,1,9,0,0,0,0,1,0,0,0
34.158932,108.90696,61,32,101,2,2011/1/9,1,-4,8,0,0,1,0,0,0,0,0
34.158932,108.90696,57,35,96,1,2011/1/9,0,1,9,0,0,0,0,1,0,0,0
34.158932,108.90696,57,35,96,1,2011/1/9,1,-4,8,0,0,1,0,0,0,0,0
34.662251,109.226196,67,13,100,1,2011/1/9,0,1,9,0,0,0,0,1,0,0,0
34.662251,109.226196,67,13,100,1,2011/1/9,1,-4,8,0,0,1,0,0,0,0,0
34.366699,109.214211,63,12,83,1,2011/1/9,0,1,9,0,0,0,0,1,0,0,0
34.366699,109.214211,63,12,83,1,2011/1/9,1,-4,8,0,0,1,0,0,0,0,0
34.382896,108.88327,42,32,144,2,2011/1/9,0,1,9,0,0,0,0,1,0,0,0
34.382896,108.88327,42,32,144,2,2011/1/9,1,-4,8,0,0,1,0,0,0,0,0
34.259781,108.856987,60,23,81,1,2011/1/10,0,1,9,0,0,1,0,0,0,0,0
34.259781,108.856987,60,23,81,1,2011/1/10,1,-5,8,0,0,0,1,0,0,0,0
34.261593,108.98996,52,9,90,1,2011/1/10,0,1,9,0,0,1,0,0,0,0,0
34.261593,108.98996,52,9,90,1,2011/1/10,1,-5,8,0,0,0,1,0,0,0,0
34.279709,109.07048,78,39,98,1,2011/1/10,0,1,9,0,0,1,0,0,0,0,0
34.279709,109.07048,78,39,98,1,2011/1/10,1,-5,8,0,0,0,1,0,0,0,0
34.22282,108.947144,90,48,92,1,2011/1/10,0,1,9,0,0,1,0,0,0,0,0
34.22282,108.947144,90,48,92,1,2011/1/10,1,-5,8,0,0,0,1,0,0,0,0
34.26955,108.95903,83,42,78,1,2011/1/10,0,1,9,0,0,1,0,0,0,0,0
34.26955,108.95903,83,42,78,1,2011/1/10,1,-5,8,0,0,0,1,0,0,0,0
34.233376,108.9049,67,36,100,1,2011/1/10,0,1,9,0,0,1,0,0,0,0,0
34.233376,108.9049,67,36,100,1,2011/1/10,1,-5,8,0,0,0,1,0,0,0,0
34.35886,108.929192,54,45,87,1,2011/1/10,0,1,9,0,0,1,0,0,0,0,0
34.35886,108.929192,54,45,87,1,2011/1/10,1,-5,8,0,0,0,1,0,0,0,0
34.158932,108.90696,73,47,95,1,2011/1/10,0,1,9,0,0,1,0,0,0,0,0
34.158932,108.90696,73,47,95,1,2011/1/10,1,-5,8,0,0,0,1,0,0,0,0
34.662251,109.226196,53,7,63,1,2011/1/10,0,1,9,0,0,1,0,0,0,0,0
34.662251,109.226196,53,7,63,1,2011/1/10,1,-5,8,0,0,0,1,0,0,0,0
34.366699,109.214211,46,11,72,1,2011/1/10,0,1,9,0,0,1,0,0,0,0,0
34.366699,109.214211,46,11,72,1,2011/1/10,1,-5,8,0,0,0,1,0,0,0,0
34.382896,108.88327,25,27,74,1,2011/1/10,0,1,9,0,0,1,0,0,0,0,0
34.382896,108.88327,25,27,74,1,2011/1/10,1,-5,8,0,0,0,1,0,0,0,0
34.259781,108.856987,74,37,80,1,2011/1/11,0,1,9,0,0,0,1,0,0,0,0
34.259781,108.856987,74,37,80,1,2011/1/11,1,-4,8,0,0,1,0,0,0,0,0
34.261593,108.98996,22,15,80,1,2011/1/11,0,1,9,0,0,0,1,0,0,0,0
34.261593,108.98996,22,15,80,1,2011/1/11,1,-4,8,0,0,1,0,0,0,0,0
34.279709,109.07048,69,37,94,1,2011/1/11,0,1,9,0,0,0,1,0,0,0,0
34.279709,109.07048,69,37,94,1,2011/1/11,1,-4,8,0,0,1,0,0,0,0,0
34.22282,108.947144,87,48,99,1,2011/1/11,0,1,9,0,0,0,1,0,0,0,0
34.22282,108.947144,87,48,99,1,2011/1/11,1,-4,8,0,0,1,0,0,0,0,0
34.26955,108.95903,84,45,86,1,2011/1/11,0,1,9,0,0,0,1,0,0,0,0
34.26955,108.95903,84,45,86,1,2011/1/11,1,-4,8,0,0,1,0,0,0,0,0
34.233376,108.9049,68,34,81,1,2011/1/11,0,1,9,0,0,0,1,0,0,0,0
34.233376,108.9049,68,34,81,1,2011/1/11,1,-4,8,0,0,1,0,0,0,0,0
34.35886,108.929192,55,53,98,1,2011/1/11,0,1,9,0,0,0,1,0,0,0,0
34.35886,108.929192,55,53,98,1,2011/1/11,1,-4,8,0,0,1,0,0,0,0,0
34.158932,108.90696,54,40,91,1,2011/1/11,0,1,9,0,0,0,1,0,0,0,0
34.158932,108.90696,54,40,91,1,2011/1/11,1,-4,8,0,0,1,0,0,0,0,0
34.662251,109.226196,71,10,75,1,2011/1/11,0,1,9,0,0,0,1,0,0,0,0
34.662251,109.226196,71,10,75,1,2011/1/11,1,-4,8,0,0,1,0,0,0,0,0
34.366699,109.214211,79,43,89,1,2011/1/11,0,1,9,0,0,0,1,0,0,0,0
34.366699,109.214211,79,43,89,1,2011/1/11,1,-4,8,0,0,1,0,0,0,0,0
34.382896,108.88327,39,36,97,1,2011/1/11,0,1,9,0,0,0,1,0,0,0,0
34.382896,108.88327,39,36,97,1,2011/1/11,1,-4,8,0,0,1,0,0,0,0,0
34.259781,108.856987,85,27,80,1,2011/1/12,0,4,9,0,0,1,0,0,0,0,0
34.259781,108.856987,85,27,80,1,2011/1/12,1,-4,8,0,0,1,0,0,0,0,0
34.261593,108.98996,61,11,72,1,2011/1/12,0,4,9,0,0,1,0,0,0,0,0
34.261593,108.98996,61,11,72,1,2011/1/12,1,-4,8,0,0,1,0,0,0,0,0
34.279709,109.07048,68,37,89,1,2011/1/12,0,4,9,0,0,1,0,0,0,0,0
34.279709,109.07048,68,37,89,1,2011/1/12,1,-4,8,0,0,1,0,0,0,0,0
34.22282,108.947144,97,57,111,2,2011/1/12,0,4,9,0,0,1,0,0,0,0,0
34.22282,108.947144,97,57,111,2,2011/1/12,1,-4,8,0,0,1,0,0,0,0,0
34.26955,108.95903,99,52,105,2,2011/1/12,0,4,9,0,0,1,0,0,0,0,0
34.26955,108.95903,99,52,105,2,2011/1/12,1,-4,8,0,0,1,0,0,0,0,0
34.233376,108.9049,88,41,98,1,2011/1/12,0,4,9,0,0,1,0,0,0,0,0
34.233376,108.9049,88,41,98,1,2011/1/12,1,-4,8,0,0,1,0,0,0,0,0
34.35886,108.929192,64,55,112,2,2011/1/12,0,4,9,0,0,1,0,0,0,0,0
34.35886,108.929192,64,55,112,2,2011/1/12,1,-4,8,0,0,1,0,0,0,0,0
34.158932,108.90696,62,42,114,2,2011/1/12,0,4,9,0,0,1,0,0,0,0,0
34.158932,108.90696,62,42,114,2,2011/1/12,1,-4,8,0,0,1,0,0,0,0,0
34.662251,109.226196,56,30,78,1,2011/1/12,0,4,9,0,0,1,0,0,0,0,0
34.662251,109.226196,56,30,78,1,2011/1/12,1,-4,8,0,0,1,0,0,0,0,0
34.366699,109.214211,86,48,109,2,2011/1/12,0,4,9,0,0,1,0,0,0,0,0
34.366699,109.214211,86,48,109,2,2011/1/12,1,-4,8,0,0,1,0,0,0,0,0
34.382896,108.88327,39,39,96,1,2011/1/12,0,4,9,0,0,1,0,0,0,0,0
34.382896,108.88327,39,39,96,1,2011/1/12,1,-4,8,0,0,1,0,0,0,0,0
34.259781,108.856987,104,47,118,2,2011/1/13,0,2,9,0,0,1,0,0,0,0,0
34.259781,108.856987,104,47,118,2,2011/1/13,1,-5,0,2,0,1,0,0,0,0,0
34.261593,108.98996,58,24,115,2,2011/1/13,0,2,9,0,0,1,0,0,0,0,0
34.261593,108.98996,58,24,115,2,2011/1/13,1,-5,0,2,0,1,0,0,0,0,0
34.279709,109.07048,69,38,110,2,2011/1/13,0,2,9,0,0,1,0,0,0,0,0
34.279709,109.07048,69,38,110,2,2011/1/13,1,-5,0,2,0,1,0,0,0,0,0
34.22282,108.947144,111,73,127,2,2011/1/13,0,2,9,0,0,1,0,0,0,0,0
34.22282,108.947144,111,73,127,2,2011/1/13,1,-5,0,2,0,1,0,0,0,0,0
34.26955,108.95903,122,92,121,2,2011/1/13,0,2,9,0,0,1,0,0,0,0,0
34.26955,108.95903,122,92,121,2,2011/1/13,1,-5,0,2,0,1,0,0,0,0,0
34.233376,108.9049,98,48,135,2,2011/1/13,0,2,9,0,0,1,0,0,0,0,0
34.233376,108.9049,98,48,135,2,2011/1/13,1,-5,0,2,0,1,0,0,0,0,0
34.35886,108.929192,86,58,141,2,2011/1/13,0,2,9,0,0,1,0,0,0,0,0
34.35886,108.929192,86,58,141,2,2011/1/13,1,-5,0,2,0,1,0,0,0,0,0
34.158932,108.90696,97,57,123,2,2011/1/13,0,2,9,0,0,1,0,0,0,0,0
34.158932,108.90696,97,57,123,2,2011/1/13,1,-5,0,2,0,1,0,0,0,0,0
34.662251,109.226196,85,49,121,2,2011/1/13,0,2,9,0,0,1,0,0,0,0,0
34.662251,109.226196,85,49,121,2,2011/1/13,1,-5,0,2,0,1,0,0,0,0,0
34.366699,109.214211,117,64,122,2,2011/1/13,0,2,9,0,0,1,0,0,0,0,0
34.366699,109.214211,117,64,122,2,2011/1/13,1,-5,0,2,0,1,0,0,0,0,0
34.382896,108.88327,81,50,133,2,2011/1/13,0,2,9,0,0,1,0,0,0,0,0
34.382896,108.88327,81,50,133,2,2011/1/13,1,-5,0,2,0,1,0,0,0,0,0
34.259781,108.856987,99,44,161,3,2011/1/14,0,3,9,0,0,1,0,0,0,0,0
34.259781,108.856987,99,44,161,3,2011/1/14,1,-6,8,0,0,0,1,0,0,0,0
34.261593,108.98996,69,38,166,3,2011/1/14,0,3,9,0,0,1,0,0,0,0,0
34.261593,108.98996,69,38,166,3,2011/1/14,1,-6,8,0,0,0,1,0,0,0,0
34.279709,109.07048,98,47,174,3,2011/1/14,0,3,9,0,0,1,0,0,0,0,0
34.279709,109.07048,98,47,174,3,2011/1/14,1,-6,8,0,0,0,1,0,0,0,0
34.22282,108.947144,106,75,160,3,2011/1/14,0,3,9,0,0,1,0,0,0,0,0
34.22282,108.947144,106,75,160,3,2011/1/14,1,-6,8,0,0,0,1,0,0,0,0
34.26955,108.95903,107,103,159,3,2011/1/14,0,3,9,0,0,1,0,0,0,0,0
34.26955,108.95903,107,103,159,3,2011/1/14,1,-6,8,0,0,0,1,0,0,0,0
34.233376,108.9049,97,63,147,2,2011/1/14,0,3,9,0,0,1,0,0,0,0,0
34.233376,108.9049,97,63,147,2,2011/1/14,1,-6,8,0,0,0,1,0,0,0,0
34.35886,108.929192,98,97,171,3,2011/1/14,0,3,9,0,0,1,0,0,0,0,0
34.35886,108.929192,98,97,171,3,2011/1/14,1,-6,8,0,0,0,1,0,0,0,0
34.158932,108.90696,63,47,145,2,2011/1/14,0,3,9,0,0,1,0,0,0,0,0
34.158932,108.90696,63,47,145,2,2011/1/14,1,-6,8,0,0,0,1,0,0,0,0
34.662251,109.226196,97,19,149,2,2011/1/14,0,3,9,0,0,1,0,0,0,0,0
34.662251,109.226196,97,19,149,2,2011/1/14,1,-6,8,0,0,0,1,0,0,0,0
34.366699,109.214211,103,77,148,2,2011/1/14,0,3,9,0,0,1,0,0,0,0,0
34.366699,109.214211,103,77,148,2,2011/1/14,1,-6,8,0,0,0,1,0,0,0,0
34.382896,108.88327,86,83,171,3,2011/1/14,0,3,9,0,0,1,0,0,0,0,0
34.382896,108.88327,86,83,171,3,2011/1/14,1,-6,8,0,0,0,1,0,0,0,0
34.259781,108.856987,84,42,116,2,2011/1/15,0,1,9,0,0,0,1,0,0,0,0
34.259781,108.856987,84,42,116,2,2011/1/15,1,-6,8,0,0,1,0,0,0,0,0
34.261593,108.98996,54,20,112,2,2011/1/15,0,1,9,0,0,0,1,0,0,0,0
34.261593,108.98996,54,20,112,2,2011/1/15,1,-6,8,0,0,1,0,0,0,0,0
34.279709,109.07048,78,73,123,2,2011/1/15,0,1,9,0,0,0,1,0,0,0,0
34.279709,109.07048,78,73,123,2,2011/1/15,1,-6,8,0,0,1,0,0,0,0,0
