日期,时间段,气温,风向编码,风力编码,降水强度,天气_多云,天气_晴,天气_阴,天气_雨,天气_雪,天气_雾霾沙尘
2011/8/10,1,24.0,8,1,0,1,0,0,0,0,0
2011/8/11,0,34.0,8,1,0,1,0,0,0,0,0
2011/8/11,1,24.0,8,1,0,1,0,0,0,0,0
2011/8/12,0,34.0,8,1,0,1,0,0,0,0,0
2011/8/12,1,25.0,8,1,0,1,0,0,0,0,0
2011/8/13,0,34.0,8,1,0,1,0,0,0,0,0
2011/8/13,1,26.0,8,1,0,1,0,0,0,0,0
2011/8/14,0,36.0,8,1,0,1,0,0,0,0,0
2011/8/14,1,27.0,8,1,0,1,0,0,0,0,0
2011/8/15,0,36.0,8,1,0,0,0,1,0,0,0
2011/8/15,1,27.0,8,1,3,0,0,0,1,0,0
2011/8/16,0,33.0,8,1,3,0,0,0,1,0,0
2011/8/16,1,23.0,8,1,0,0,0,1,0,0,0
2011/8/17,0,30.0,8,1,0,0,0,1,0,0,0
2011/8/17,1,25.0,8,1,0,0,0,1,0,0,0
2011/8/18,0,31.0,8,1,1,0,0,0,1,0,0
2011/8/18,1,24.0,8,1,1,0,0,0,1,0,0
2011/8/19,0,27.0,8,1,0,0,0,1,0,0,0
2011/8/19,1,19.0,8,1,1,0,0,0,1,0,0
2011/8/20,0,23.0,8,1,1,0,0,0,1,0,0
2011/8/20,1,17.0,8,1,2,0,0,0,1,0,0
2011/8/21,0,21.0,8,1,2,0,0,0,1,0,0
2011/8/21,1,17.0,8,1,0,0,0,1,0,0,0
2011/8/22,0,26.0,8,1,0,1,0,0,0,0,0
2011/8/22,1,18.0,8,1,0,0,0,1,0,0,0
2011/8/23,0,26.0,8,1,0,1,0,0,0,0,0
2011/8/23,1,19.0,8,1,0,1,0,0,0,0,0
2011/8/24,0,29.0,8,1,0,1,0,0,0,0,0
2011/8/24,1,21.0,8,1,1,0,0,0,1,0,0
2011/8/25,0,28.0,8,1,1,0,0,0,1,0,0
2011/8/25,1,21.0,8,1,0,1,0,0,0,0,0
2011/8/26,0,30.0,8,1,0,1,0,0,0,0,0
2011/8/26,1,20.0,8,1,0,1,0,0,0,0,0
2011/8/27,0,30.0,8,1,0,1,0,0,0,0,0
2011/8/27,1,21.0,8,1,0,1,0,0,0,0,0
2011/8/28,0,30.0,8,1,0,1,0,0,0,0,0
2011/8/28,1,22.0,8,1,0,1,0,0,0,0,0
2011/8/29,0,31.0,8,1,0,1,0,0,0,0,0
2011/8/29,1,22.0,8,1,0,0,1,0,0,0,0
2011/8/30,0,32.0,8,1,0,1,0,0,0,0,0
2011/8/30,1,23.0,8,1,0,1,0,0,0,0,0
2011/8/31,0,32.0,8,1,0,1,0,0,0,0,0
2011/8/31,1,23.0,8,1,0,0,1,0,0,0,0
2011/9/1,0,32.0,8,1,0,0,1,0,0,0,0
2011/9/1,1,23.0,8,1,0,1,0,0,0,0,0
2011/9/2,0,30.0,8,1,0,1,0,0,0,0,0
2011/9/2,1,23.0,8,1,0,1,0,0,0,0,0
2011/9/3,0,30.0,8,1,1,0,0,0,1,0,0
2011/9/3,1,20.0,8,1,1,0,0,0,1,0,0
2011/9/4,0,26.0,8,1,1,0,0,0,1,0,0
2011/9/4,1,17.0,8,1,1,0,0,0,1,0,0
2011/9/5,0,21.0,8,1,2,0,0,0,1,0,0
2011/9/5,1,16.0,8,1,3,0,0,0,1,0,0
2011/9/6,0,18.0,8,1,3,0,0,0,1,0,0
2011/9/6,1,15.0,8,1,2,0,0,0,1,0,0
2011/9/7,0,20.0,8,1,1,0,0,0,1,0,0
2011/9/7,1,15.0,8,1,0,0,0,1,0,0,0
2011/9/8,0,26.0,8,1,0,1,0,0,0,0,0
2011/9/8,1,17.0,8,1,0,0,0,1,0,0,0
2011/9/9,0,26.0,8,1,0,0,0,1,0,0,0
2011/9/9,1,18.0,8,1,0,0,0,1,0,0,0
2011/9/10,0,22.0,8,1,1,0,0,0,1,0,0
2011/9/10,1,15.0,8,1,1,0,0,0,1,0,0
2011/9/11,0,18.0,8,1,2,0,0,0,1,0,0
2011/9/11,1,16.0,8,1,1,0,0,0,1,0,0
2011/9/12,0,21.0,8,1,1,0,0,0,1,0,0
2011/9/12,1,16.0,8,1,1,0,0,0,1,0,0
2011/9/13,0,19.0,8,1,3,0,0,0,1,0,0
2011/9/13,1,17.0,8,1,1,0,0,0,1,0,0
2011/9/14,0,23.0,8,1,0,0,0,1,0,0,0
2011/9/14,1,18.0,8,1,0,0,0,1,0,0,0
2011/9/15,0,24.0,8,1,0,0,0,1,0,0,0
2011/9/15,1,18.0,8,1,0,0,0,1,0,0,0
2011/9/16,0,22.0,8,1,1,0,0,0,1,0,0
2011/9/16,1,15.0,8,1,1,0,0,0,1,0,0
2011/9/17,0,17.0,8,1,3,0,0,0,1,0,0
2011/9/17,1,13.0,8,1,3,0,0,0,1,0,0
2011/9/18,0,16.0,8,1,2,0,0,0,1,0,0
2011/9/18,1,9.0,2,1,1,0,0,0,1,0,0
2011/9/19,0,14.0,8,1,1,0,0,0,1,0,0
2011/9/19,1,10.0,8,1,0,0,0,1,0,0,0
2011/9/20,0,17.0,8,1,0,1,0,0,0,0,0
2011/9/20,1,12.0,8,1,0,0,1,0,0,0,0
2011/9/21,0,22.0,8,1,0,0,1,0,0,0,0
2011/9/21,1,13.0,8,1,0,0,1,0,0,0,0
2011/9/22,0,24.0,8,1,0,0,1,0,0,0,0
2011/9/22,1,14.0,8,1,0,1,0,0,0,0,0
2011/9/23,0,24.0,8,1,0,0,1,0,0,0,0
2011/9/23,1,14.0,8,1,0,1,0,0,0,0,0
2011/9/24,0,25.0,8,1,0,1,0,0,0,0,0
2011/9/24,1,15.0,8,1,0,1,0,0,0,0,0
2011/9/25,0,23.0,8,1,0,1,0,0,0,0,0
2011/9/25,1,17.0,8,1,0,1,0,0,0,0,0
2011/9/26,0,23.0,8,1,0,1,0,0,0,0,0
2011/9/26,1,15.0,8,1,0,0,0,1,0,0,0
2011/9/27,0,19.0,8,1,1,0,0,0,1,0,0
2011/9/27,1,13.0,8,1,2,0,0,0,1,0,0
2011/9/28,0,18.0,8,1,1,0,0,0,1,0,0
2011/9/28,1,12.0,8,1,0,0,0,1,0,0,0
2011/9/29,0,22.0,8,1,0,1,0,0,0,0,0
2011/9/29,1,14.0,8,1,0,1,0,0,0,0,0
2011/9/30,0,24.0,8,1,0,1,0,0,0,0,0
2011/9/30,1,15.0,8,1,0,1,0,0,0,0,0
2011/10/1,0,23.0,8,1,0,1,0,0,0,0,0
2011/10/1,1,16.0,8,1,0,0,0,1,0,0,0
2011/10/2,0,22.0,8,1,1,0,0,0,1,0,0
2011/10/2,1,14.0,8,1,1,0,0,0,1,0,0
2011/10/4,0,19.0,8,1,0,0,0,1,0,0,0
2011/10/4,1,12.0,8,1,0,0,1,0,0,0,0
2011/10/5,0,24.0,8,1,0,0,1,0,0,0,0
2011/10/5,1,13.0,8,1,0,0,1,0,0,0,0
2011/10/6,0,25.0,8,1,0,0,1,0,0,0,0
2011/10/6,1,13.0,8,1,0,0,1,0,0,0,0
2011/10/7,0,23.0,8,1,0,1,0,0,0,0,0
2011/10/7,1,14.0,8,1,0,1,0,0,0,0,0
2011/10/8,0,23.0,8,1,0,0,0,1,0,0,0
2011/10/8,1,16.0,8,1,0,0,0,1,0,0,0
2011/10/9,0,21.0,8,1,1,0,0,0,1,0,0
2011/10/9,1,16.0,8,1,0,0,0,1,0,0,0
2011/10/10,0,22.0,8,1,1,0,0,0,1,0,0
2011/10/10,1,15.0,8,1,1,0,0,0,1,0,0
2011/10/11,0,18.0,8,1,1,0,0,0,1,0,0
2011/10/11,1,13.0,8,1,1,0,0,0,1,0,0
2011/10/12,0,18.0,8,1,0,0,0,1,0,0,0
2011/10/12,1,13.0,8,1,0,0,0,1,0,0,0
2011/10/13,0,21.0,0,2,0,0,0,1,0,0,0
2011/10/13,1,11.0,0,2,0,0,1,0,0,0,0
2011/10/14,0,23.0,8,1,0,0,1,0,0,0,0
2011/10/14,1,9.0,0,2,0,0,1,0,0,0,0
2011/10/15,0,22.0,8,1,0,0,1,0,0,0,0
2011/10/15,1,10.0,8,1,0,0,1,0,0,0,0
2011/10/16,0,23.0,8,1,0,0,1,0,0,0,0
2011/10/16,1,11.0,8,1,0,0,1,0,0,0,0
2011/10/17,0,24.0,8,1,0,0,1,0,0,0,0
2011/10/17,1,11.0,8,1,0,1,0,0,0,0,0
2011/10/18,0,22.0,8,1,0,0,0,1,0,0,0
2011/10/18,1,12.0,8,1,0,0,0,1,0,0,0
2011/10/19,0,20.0,8,1,1,0,0,0,1,0,0
2011/10/19,1,13.0,8,1,0,0,0,1,0,0,0
2011/10/20,0,20.0,8,1,0,1,0,0,0,0,0
2011/10/20,1,13.0,8,1,0,1,0,0,0,0,0
2011/10/21,0,21.0,8,1,0,0,0,1,0,0,0
2011/10/21,1,13.0,8,1,1,0,0,0,1,0,0
2011/10/22,0,17.0,8,1,1,0,0,0,1,0,0
2011/10/22,1,12.0,8,1,1,0,0,0,1,0,0
2011/10/23,0,16.0,8,1,1,0,0,0,1,0,0
2011/10/23,1,10.0,8,1,0,1,0,0,0,0,0
2011/10/24,0,17.0,8,1,0,1,0,0,0,0,0
2011/10/24,1,10.0,8,1,0,0,0,1,0,0,0
2011/10/25,0,15.0,8,1,0,0,0,1,0,0,0
2011/10/25,1,9.0,8,1,1,0,0,0,1,0,0
2011/10/26,0,14.0,8,1,0,1,0,0,0,0,0
2011/10/26,1,10.0,8,1,0,1,0,0,0,0,0
2011/10/27,0,15.0,8,1,0,0,0,1,0,0,0
2011/10/27,1,9.0,8,1,0,1,0,0,0,0,0
2011/10/28,0,17.0,8,1,0,1,0,0,0,0,0
2011/10/28,1,9.0,8,1,0,0,1,0,0,0,0
2011/10/29,0,18.0,8,1,0,0,1,0,0,0,0
2011/10/29,1,9.0,8,1,0,1,0,0,0,0,0
2011/10/30,0,18.0,8,1,0,0,0,1,0,0,0
2011/10/30,1,10.0,8,1,0,0,0,1,0,0,0
2011/10/31,0,16.0,8,1,0,0,0,1,0,0,0
2011/10/31,1,10.0,8,1,0,0,0,1,0,0,0
2011/11/1,0,16.0,8,1,1,0,0,0,1,0,0
2011/11/1,1,11.0,8,1,1,0,0,0,1,0,0
2011/11/2,0,15.0,8,1,1,0,0,0,1,0,0
2011/11/2,1,12.0,8,1,1,0,0,0,1,0,0
2011/11/3,0,16.0,8,1,1,0,0,0,1,0,0
2011/11/3,1,12.0,8,1,1,0,0,0,1,0,0
2011/11/4,0,15.0,8,1,1,0,0,0,1,0,0
2011/11/4,1,11.0,8,1,1,0,0,0,1,0,0
2011/11/5,0,15.0,8,1,0,0,0,1,0,0,0
2011/11/5,1,11.0,8,1,1,0,0,0,1,0,0
2011/11/6,0,14.0,8,1,1,0,0,0,1,0,0
2011/11/6,1,11.0,8,1,1,0,0,0,1,0,0
2011/11/7,0,14.0,8,1,1,0,0,0,1,0,0
2011/11/7,1,8.0,8,1,0,0,0,1,0,0,0
2011/11/8,0,15.0,8,1,0,1,0,0,0,0,0
2011/11/8,1,7.0,8,1,0,0,1,0,0,0,0
2011/11/9,0,17.0,8,1,0,0,1,0,0,0,0
2011/11/9,1,6.0,8,1,0,0,1,0,0,0,0
2011/11/10,0,16.0,8,1,0,0,1,0,0,0,0
2011/11/10,1,7.0,8,1,0,0,1,0,0,0,0
2011/11/11,0,16.0,8,1,0,1,0,0,0,0,0
2011/11/11,1,8.0,8,1,0,0,0,1,0,0,0
2011/11/12,0,13.0,8,1,0,0,0,1,0,0,0
2011/11/12,1,8.0,8,1,0,0,0,1,0,0,0
2011/11/13,0,15.0,8,1,0,1,0,0,0,0,0
2011/11/13,1,7.0,8,1,0,1,0,0,0,0,0
2011/11/14,0,14.0,8,1,0,0,0,1,0,0,0
2011/11/14,1,7.0,8,1,1,0,0,0,1,0,0
2011/11/15,0,11.0,8,1,1,0,0,0,1,0,0
2011/11/15,1,8.0,8,1,1,0,0,0,1,0,0
2011/11/16,0,11.0,8,1,1,0,0,0,1,0,0
2011/11/16,1,9.0,8,1,1,0,0,0,1,0,0
2011/11/17,0,11.0,8,1,1,0,0,0,1,0,0
2011/11/17,1,9.0,8,1,1,0,0,0,1,0,0
2011/11/18,0,13.0,8,1,0,0,0,1,0,0,0
2011/11/18,1,5.0,8,1,0,1,0,0,0,0,0
2011/11/19,0,14.0,8,1,0,0,1,0,0,0,0
2011/11/19,1,5.0,8,1,0,0,1,0,0,0,0
2011/11/20,0,14.0,8,1,0,1,0,0,0,0,0
2011/11/20,1,7.0,8,1,0,1,0,0,0,0,0
2011/11/21,0,13.0,8,1,0,1,0,0,0,0,0
2011/11/21,1,5.0,8,1,0,1,0,0,0,0,0
2011/11/22,0,13.0,8,1,0,0,1,0,0,0,0
2011/11/22,1,3.0,8,1,0,0,1,0,0,0,0
2011/11/23,0,13.0,8,1,0,0,1,0,0,0,0
2011/11/23,1,4.0,8,1,0,0,1,0,0,0,0
2011/11/24,0,11.0,8,1,0,1,0,0,0,0,0
2011/11/24,1,4.0,8,1,0,1,0,0,0,0,0
2011/11/25,0,12.0,8,1,0,1,0,0,0,0,0
2011/11/25,1,4.0,8,1,0,1,0,0,0,0,0
2011/11/26,0,11.0,8,1,0,1,0,0,0,0,0
2011/11/26,1,7.0,8,1,0,0,0,1,0,0,0
2011/11/27,0,11.0,8,1,0,0,0,1,0,0,0
2011/11/27,1,6.0,8,1,1,0,0,0,1,0,0
2011/11/28,0,9.0,8,1,1,0,0,0,1,0,0
2011/11/28,1,6.0,8,1,1,0,0,0,1,0,0
2011/11/29,0,9.0,8,1,1,0,0,0,1,0,0
2011/11/29,1,3.0,8,1,0,0,0,1,0,0,0
2011/11/30,0,7.0,8,1,0,1,0,0,0,0,0
2011/11/30,1,1.0,8,1,0,1,0,0,0,0,0
2011/12/1,0,8.0,8,1,0,0,1,0,0,0,0
2011/12/1,1,1.0,8,1,0,0,1,0,0,0,0
2011/12/2,0,8.0,8,1,0,0,1,0,0,0,0
2011/12/2,1,1.0,8,1,0,0,1,0,0,0,0
2011/12/3,0,7.0,8,1,0,1,0,0,0,0,0
2011/12/3,1,2.0,8,1,0,0,0,1,0,0,0
2011/12/4,0,5.0,8,1,1,0,0,0,1,0,0
2011/12/4,1,3.0,8,1,1,0,0,0,1,0,0
2011/12/5,0,5.0,8,1,1,0,0,0,1,0,0
2011/12/5,1,2.0,8,1,0,0,0,1,0,0,0
2011/12/6,0,5.0,8,1,1,0,0,0,1,0,0
2011/12/6,1,1.0,8,1,1,0,0,0,1,0,0
2011/12/7,0,5.0,6,1,0,0,0,1,0,0,0
2011/12/7,1,1.0,8,1,0,0,1,0,0,0,0
2011/12/8,0,8.0,8,1,0,0,1,0,0,0,0
2011/12/8,1,-1.0,8,1,0,0,1,0,0,0,0
2011/12/9,0,6.0,8,1,0,0,1,0,0,0,0
2011/12/9,1,-3.0,8,1,0,0,1,0,0,0,0
2011/12/10,0,5.0,8,1,0,0,1,0,0,0,0
2011/12/10,1,-2.0,8,1,0,0,1,0,0,0,0
2011/12/11,0,7.0,8,1,0,0,1,0,0,0,0
2011/12/11,1,-2.0,8,1,0,0,1,0,0,0,0
2011/12/12,0,6.0,8,1,0,1,0,0,0,0,0
2011/12/12,1,-3.0,8,1,0,1,0,0,0,0,0
2011/12/13,0,7.0,8,1,0,0,1,0,0,0,0
2011/12/13,1,-2.0,8,1,0,1,0,0,0,0,0
2011/12/14,0,6.0,8,1,0,0,0,1,0,0,0
2011/12/14,1,-1.0,8,1,0,1,0,0,0,0,0
2011/12/15,0,6.0,8,1,0,0,1,0,0,0,0
2011/12/15,1,-3.0,8,1,0,0,1,0,0,0,0
2011/12/16,0,5.0,8,1,0,1,0,0,0,0,0
2011/12/16,1,-2.0,8,1,0,0,0,1,0,0,0
2011/12/17,0,4.0,8,1,0,0,0,1,0,0,0
2011/12/17,1,-2.0,8,1,0,0,0,1,0,0,0
2011/12/18,0,5.0,8,1,0,1,0,0,0,0,0
2011/12/18,1,-2.0,8,1,0,1,0,0,0,0,0
2011/12/19,0,5.0,8,1,0,0,0,1,0,0,0
2011/12/19,1,-1.0,8,1,0,0,0,1,0,0,0
2011/12/20,0,5.0,8,1,0,1,0,0,0,0,0
2011/12/20,1,-2.0,8,1,0,1,0,0,0,0,0
2011/12/21,0,4.0,8,1,1,0,0,0,1,0,0
2011/12/21,1,-2.0,8,1,0,1,0,0,0,0,0
2011/12/22,0,4.0,8,1,0,1,0,0,0,0,0
2011/12/22,1,-3.0,8,1,0,1,0,0,0,0,0
2011/12/23,0,5.0,8,1,0,0,1,0,0,0,0
2011/12/23,1,-3.0,8,1,0,0,1,0,0,0,0
2011/12/24,0,7.0,8,1,0,0,1,0,0,0,0
2011/12/24,1,-2.0,8,1,0,0,1,0,0,0,0
2011/12/25,0,8.0,8,1,0,0,1,0,0,0,0
2011/12/25,1,-2.0,8,1,0,1,0,0,0,0,0
2011/12/26,0,6.0,8,1,0,0,0,1,0,0,0
2011/12/26,1,-1.0,8,1,0,0,0,1,0,0,0
2011/12/27,0,6.0,8,1,0,1,0,0,0,0,0
2011/12/27,1,-2.0,8,1,0,0,1,0,0,0,0
2011/12/28,0,6.0,8,1,0,0,0,1,0,0,0
2011/12/28,1,-1.0,8,1,0,0,0,1,0,0,0
2011/12/29,0,5.0,9,0,0,1,0,0,0,0,0
2011/12/29,1,-2.0,8,0,0,1,0,0,0,0,0
2011/12/30,0,5.0,8,1,0,1,0,0,0,0,0
2011/12/30,1,-2.0,8,1,0,1,0,0,0,0,0
2011/12/31,0,6.0,8,1,0,0,1,0,0,0,0
2011/12/31,1,-2.0,8,1,0,0,1,0,0,0,0
2012/1/1,0,6.0,8,1,0,1,0,0,0,0,0
2012/1/1,1,-2.0,2,1,0,1,0,0,0,0,0
2012/1/2,0,4.0,2,1,0,0,0,1,0,0,0
2012/1/2,1,-4.0,8,1,0,0,1,0,0,0,0
2012/1/3,0,3.0,8,1,0,0,1,0,0,0,0
2012/1/3,1,-4.0,8,1,0,0,1,0,0,0,0
2012/1/4,0,3.0,8,1,0,1,0,0,0,0,0
2012/1/4,1,-3.0,8,1,0,1,0,0,0,0,0
2012/1/5,0,3.0,8,1,0,1,0,0,0,0,0
2012/1/5,1,-3.0,8,1,0,0,0,1,0,0,0
2012/1/6,0,3.0,8,1,0,0,0,1,0,0,0
2012/1/6,1,-4.0,8,1,0,1,0,0,0,0,0
2012/1/7,0,3.0,8,1,0,0,0,1,0,0,0
2012/1/7,1,-2.0,8,1,0,0,0,1,0,0,0
2012/1/8,0,3.0,8,1,0,0,0,1,0,0,0
2012/1/8,1,-3.0,8,1,0,1,0,0,0,0,0
2012/1/9,0,5.0,8,1,0,1,0,0,0,0,0
2012/1/9,1,-3.0,8,1,0,1,0,0,0,0,0
2012/1/10,0,4.0,8,1,0,1,0,0,0,0,0
2012/1/10,1,-4.0,8,1,0,0,0,1,0,0,0
2012/1/11,0,4.0,8,1,0,0,0,1,0,0,0
2012/1/11,1,-3.0,8,1,0,1,0,0,0,0,0
2012/1/12,0,5.0,8,1,0,0,0,1,0,0,0
2012/1/12,1,-2.0,8,1,0,0,0,1,0,0,0
2012/1/13,0,4.0,8,1,0,0,0,1,0,0,0
2012/1/13,1,-2.0,8,1,0,0,0,1,0,0,0
2012/1/14,0,4.0,8,1,0,1,0,0,0,0,0
2012/1/14,1,-1.0,8,1,0,0,0,1,0,0,0
2012/1/15,0,6.0,8,1,0,0,0,1,0,0,0
2012/1/15,1,-2.0,8,1,0,1,0,0,0,0,0
2012/1/16,0,5.0,8,1,0,0,0,1,0,0,0
2012/1/16,1,-1.0,8,1,0,0,0,1,0,0,0
2012/1/17,0,4.0,8,1,0,0,0,1,0,0,0
2012/1/17,1,-1.0,8,1,0,0,0,1,0,0,0
2012/1/18,0,3.0,8,1,1,0,0,0,0,1,0
2012/1/18,1,-2.0,8,1,1,0,0,0,0,1,0
2012/1/19,0,1.0,8,1,1,0,0,0,0,1,0
2012/1/19,1,-1.0,8,1,1,0,0,0,0,1,0
2012/1/20,0,3.0,8,1,2,0,0,0,0,1,0
2012/1/20,1,-1.0,8,1,2,0,0,0,0,1,0
2012/1/21,0,1.0,8,1,2,0,0,0,0,1,0
2012/1/21,1,-4.0,2,1,1,0,0,0,0,1,0
2012/1/22,0,1.0,8,1,0,1,0,0,0,0,0
2012/1/22,1,-6.0,8,1,0,1,0,0,0,0,0
2012/1/23,0,0.0,8,1,0,1,0,0,0,0,0
2012/1/23,1,-7.0,8,1,0,0,1,0,0,0,0
2012/1/24,0,-1.0,8,1,0,0,1,0,0,0,0
2012/1/24,1,-7.0,8,1,0,0,1,0,0,0,0
2012/1/25,0,2.0,8,1,0,0,1,0,0,0,0
2012/1/25,1,-6.0,8,1,0,1,0,0,0,0,0
2012/1/26,0,3.0,8,1,0,1,0,0,0,0,0
2012/1/26,1,-5.0,8,1,0,1,0,0,0,0,0
2012/1/27,0,3.0,8,1,0,0,0,1,0,0,0
2012/1/27,1,-4.0,8,1,0,0,0,1,0,0,0
2012/1/28,0,3.0,8,1,0,0,0,1,0,0,0
2012/1/28,1,-2.0,8,1,0,1,0,0,0,0,0
2012/1/29,0,4.0,8,1,0,0,0,1,0,0,0
2012/1/29,1,-2.0,8,1,0,1,0,0,0,0,0
2012/1/30,0,7.0,8,1,0,0,1,0,0,0,0
2012/1/30,1,-2.0,8,1,0,0,1,0,0,0,0
2012/1/31,0,8.0,8,1,0,0,1,0,0,0,0
2012/1/31,1,-2.0,8,1,0,1,0,0,0,0,0
2012/2/1,0,5.0,8,1,0,1,0,0,0,0,0
2012/2/1,1,-3.0,1,1,0,0,0,1,0,0,0
2012/2/2,0,4.0,1,1,0,0,0,1,0,0,0
2012/2/2,1,-3.0,8,1,0,1,0,0,0,0,0
2012/2/3,0,7.0,8,1,0,1,0,0,0,0,0
2012/2/3,1,-2.0,8,1,0,1,0,0,0,0,0
2012/2/4,0,7.0,8,1,0,0,1,0,0,0,0
2012/2/4,1,-2.0,8,1,0,0,1,0,0,0,0
2012/2/5,0,8.0,8,1,0,1,0,0,0,0,0
2012/2/5,1,-4.0,8,1,0,0,0,1,0,0,0
2012/2/6,0,4.0,0,2,0,1,0,0,0,0,0
2012/2/6,1,-6.0,0,2,0,0,1,0,0,0,0
2012/2/7,0,2.0,0,2,0,0,1,0,0,0,0
2012/2/7,1,-7.0,8,1,0,0,1,0,0,0,0
2012/2/8,0,4.0,8,1,0,0,1,0,0,0,0
2012/2/8,1,-4.0,8,1,0,1,0,0,0,0,0
2012/2/9,0,3.0,8,1,0,0,0,1,0,0,0
2012/2/9,1,-3.0,8,1,0,1,0,0,0,0,0
2012/2/10,0,4.0,8,1,0,1,0,0,0,0,0
2012/2/10,1,-3.0,8,1,0,1,0,0,0,0,0
2012/2/11,0,6.0,8,1,0,0,0,1,0,0,0
2012/2/11,1,-2.0,8,1,0,0,0,1,0,0,0
2012/2/12,0,5.0,8,1,0,0,0,1,0,0,0
2012/2/12,1,-1.0,8,1,0,1,0,0,0,0,0
2012/2/13,0,8.0,8,1,0,1,0,0,0,0,0
2012/2/13,1,0.0,8,1,0,0,0,1,0,0,0
2012/2/14,0,7.0,8,1,0,0,0,1,0,0,0
2012/2/14,1,1.0,8,1,1,0,0,0,0,1,0
2012/2/15,0,6.0,8,1,1,0,0,0,0,1,0
2012/2/15,1,0.0,8,1,0,0,0,1,0,0,0
2012/2/16,0,5.0,8,1,0,1,0,0,0,0,0
2012/2/16,1,-2.0,8,1,0,1,0,0,0,0,0
2012/2/17,0,5.0,8,1,0,1,0,0,0,0,0
2012/2/17,1,-2.0,8,1,0,0,1,0,0,0,0
2012/2/18,0,6.0,8,1,0,0,1,0,0,0,0
2012/2/18,1,-1.0,8,1,0,0,1,0,0,0,0
2012/2/19,0,10.0,8,1,0,1,0,0,0,0,0
2012/2/19,1,0.0,8,1,0,1,0,0,0,0,0
2012/2/20,0,10.0,8,1,0,1,0,0,0,0,0
2012/2/20,1,0.0,8,1,0,1,0,0,0,0,0
2012/2/21,0,12.0,8,1,0,1,0,0,0,0,0
2012/2/21,1,2.0,8,1,0,1,0,0,0,0,0
2012/2/22,0,8.0,8,1,0,1,0,0,0,0,0
2012/2/22,1,3.0,8,1,0,0,0,1,0,0,0
2012/2/23,0,8.0,8,1,0,0,0,1,0,0,0
2012/2/23,1,1.0,2,2,0,0,0,1,0,0,0
2012/2/24,0,7.0,8,1,0,0,0,1,0,0,0
2012/2/24,1,2.0,8,1,0,0,0,1,0,0,0
2012/2/25,0,8.0,8,1,0,0,0,1,0,0,0
2012/2/25,1,1.0,8,1,0,0,0,1,0,0,0
2012/2/26,0,7.0,8,1,0,0,0,1,0,0,0
2012/2/26,1,1.0,8,1,0,0,0,1,0,0,0
2012/2/27,0,7.0,8,1,0,0,0,1,0,0,0
2012/2/27,1,0.0,8,1,0,0,0,1,0,0,0
2012/2/28,0,9.0,8,1,0,0,0,1,0,0,0
2012/2/28,1,1.0,8,1,0,0,0,1,0,0,0
2012/2/29,0,7.0,8,1,1,0,0,0,1,0,0
2012/2/29,1,2.0,8,1,0,0,0,1,0,0,0
2012/3/1,0,7.0,8,1,0,0,0,1,0,0,0
2012/3/1,1,1.0,8,1,0,0,0,1,0,0,0
2012/3/2,0,5.0,8,1,1,0,0,0,1,0,0
2012/3/2,1,2.0,8,1,0,0,0,1,0,0,0
2012/3/3,0,7.0,8,1,1,0,0,0,1,0,0
2012/3/3,1,1.0,8,1,0,0,0,1,0,0,0
2012/3/4,0,10.0,8,1,0,0,0,1,0,0,0
2012/3/4,1,1.0,8,1,0,0,0,1,0,0,0
2012/3/5,0,8.0,8,1,0,0,0,1,0,0,0
2012/3/5,1,2.0,8,1,0,1,0,0,0,0,0
2012/3/6,0,9.0,8,1,0,0,0,1,0,0,0
2012/3/6,1,2.0,8,1,0,0,0,1,0,0,0
2012/3/7,0,9.0,8,1,0,0,0,1,0,0,0
2012/3/7,1,3.0,8,1,0,0,0,1,0,0,0
2012/3/8,0,8.0,8,1,1,0,0,0,1,0,0
2012/3/8,1,2.0,8,1,0,0,0,1,0,0,0
2012/3/9,0,10.0,8,1,0,0,0,1,0,0,0
2012/3/9,1,2.0,8,1,0,1,0,0,0,0,0
2012/3/10,0,12.0,8,1,0,1,0,0,0,0,0
2012/3/10,1,2.0,8,1,0,0,1,0,0,0,0
2012/3/11,0,11.0,8,1,0,1,0,0,0,0,0
2012/3/11,1,4.0,2,2,0,1,0,0,0,0,0
2012/3/12,0,15.0,8,1,0,0,1,0,0,0,0
2012/3/12,1,3.0,8,1,0,0,1,0,0,0,0
2012/3/13,0,14.0,8,1,0,1,0,0,0,0,0
2012/3/13,1,3.0,8,1,0,1,0,0,0,0,0
2012/3/14,0,14.0,8,1,0,0,0,1,0,0,0
2012/3/14,1,5.0,8,1,1,0,0,0,1,0,0
2012/3/15,0,12.0,8,1,1,0,0,0,1,0,0
2012/3/15,1,5.0,8,1,0,0,0,1,0,0,0
2012/3/16,0,16.0,8,1,0,1,0,0,0,0,0
2012/3/16,1,7.0,8,1,0,1,0,0,0,0,0
2012/3/17,0,20.0,8,1,0,1,0,0,0,0,0
2012/3/17,1,7.0,8,1,0,1,0,0,0,0,0
2012/3/18,0,18.0,8,1,0,0,0,1,0,0,0
2012/3/18,1,7.0,1,2,1,0,0,0,1,0,0
2012/3/19,0,15.0,1,1,0,1,0,0,0,0,0
2012/3/19,1,3.0,8,1,0,1,0,0,0,0,0
2012/3/20,0,13.0,8,1,0,0,0,1,0,0,0
2012/3/20,1,4.0,8,1,0,0,0,1,0,0,0
2012/3/21,0,9.0,8,1,0,0,0,1,0,0,0
2012/3/21,1,2.0,8,1,1,0,0,0,1,0,0
