SO2,NO2,PM10,CO,O31小时,O38小时,PM2.5
28.0,77.0,226.0,73.0,27.0,35.0,109.0
35.0,107.0,236.0,105.0,25.0,23.0,142.0
34.0,101.0,188.0,97.0,29.0,31.0,93.0
34.0,73.0,148.0,80.0,37.0,48.0,170.0
38.0,92.0,198.0,81.0,11.0,15.0,273.0
41.0,82.0,171.0,74.0,27.0,31.0,213.0
51.0,60.0,155.0,63.0,20.0,25.0,163.0
52.0,82.0,500.0,76.0,11.0,14.0,316.0
52.0,79.0,500.0,71.0,16.0,18.0,265.0
54.0,65.0,148.0,52.0,16.0,20.0,109.0
52.0,47.0,500.0,42.0,26.0,34.0,110.0
47.0,94.0,357.6937237949834,77.0,20.0,25.0,306.0
61.0,122.0,101.4112948221073,97.0,37.0,39.0,144.0
55.0,111.0,292.0,94.0,30.0,33.0,170.0
55.0,101.0,339.0,70.0,29.0,37.0,166.0
59.0,115.0,304.0,88.0,31.0,38.0,227.0
59.0,101.0,199.0,62.0,31.0,35.0,133.0
56.0,89.0,193.0,57.0,30.0,36.0,125.0
75.0,85.0,192.0,48.0,24.0,27.0,100.0
66.0,123.0,597.0152546641057,79.0,40.0,40.0,414.0
90.0,131.0,406.0,103.0,80.0,27.0,428.0
76.0,122.0,305.0,93.0,6.0,8.0,338.0
66.0,128.0,305.0,93.0,7.0,9.0,355.0
29.0,117.0,163.0,80.0,8.0,11.0,245.0
29.0,120.0,125.0,80.0,9.0,12.0,153.0
52.0,89.0,97.0,42.0,8.0,12.0,130.0
94.0,78.0,212.0,67.0,17.0,19.0,299.0
64.56158116443535,38.0,198.0,96.0,33.0,39.0,301.88656297298047
65.69337253649238,54.0,83.0,103.0,48.0,80.0,172.78194083232256
59.36519939001494,62.0,106.0,103.0,27.0,39.0,173.0
67.8052125391387,54.0,88.0,101.0,32.0,43.0,246.0847734317747
64.02605552450616,33.0,101.0,101.0,38.0,51.0,248.96637211413486
6.0,19.0,144.11866972643216,103.0,28.0,42.0,307.0
12.0,25.0,429.18707257216386,105.0,29.0,37.0,500.0
17.0,23.0,140.48348929350826,102.0,21.0,31.0,322.0
55.481555831043224,20.0,-106.8243670479698,93.0,24.0,32.0,176.0
10.0,19.0,114.0,101.0,26.0,34.0,219.0
52.0,27.0,18.743313701902075,109.0,10.0,11.0,323.0
0.0,0.0,0.0,110.0,12.0,14.0,144.0
80.48936974618418,121.76985382141632,165.0023663667707,104.0,42.44246794115183,50.529373178794856,219.0
70.89430714924356,74.0,118.0,104.0,40.0,46.0,227.0
91.96505475591978,94.0,199.0,109.0,41.0,49.0,375.0
90.29535307104169,104.0,379.0,109.0,23.0,28.0,442.0
82.2498909728128,88.0,261.7394190145398,103.0,43.0,46.0,341.0
85.33967727037493,108.0,364.0,107.0,50.0,55.0,341.0
96.2962290948245,109.0,199.0,108.0,68.0,80.0,327.0
84.27501511191248,106.0,185.0,103.0,35.0,43.0,304.0
66.0,102.0,146.0,89.0,45.0,56.0,219.0
70.0,87.0,118.0,80.0,82.0,85.0,190.0
55.0,81.0,110.0,85.0,114.0,100.0,156.0
51.0,49.0,81.0,47.0,94.0,98.0,54.0
67.0,104.0,250.0,102.0,29.0,32.0,293.84890348876803
54.0,77.0,142.0,69.0,70.0,90.0,34.15766113253552
62.0,49.0,91.0,43.0,60.0,78.0,80.0
67.0,84.0,302.0,87.0,33.0,41.0,307.0
91.0,109.0,479.0,106.0,18.0,24.0,415.0
83.0,107.0,373.0,101.0,32.0,36.0,310.0
69.0,80.0,194.0,60.0,49.0,75.0,206.0
67.0,103.0,253.0,77.0,42.0,45.0,199.51624579953122
72.0,68.0,166.0,40.0,70.0,65.0,78.0
90.0,127.0,481.0,106.0,30.0,31.0,438.0
84.0,116.0,270.0,102.0,30.0,37.0,319.0
100.0,107.0,215.0,70.0,21.0,30.0,269.0
83.0,131.0,190.0,87.0,45.0,53.0,236.0
101.0,128.0,302.0,69.0,19.0,23.0,325.0
74.0,90.0,164.0,34.0,32.0,43.0,202.0
81.0,124.0,354.0,84.0,19.0,23.0,365.0
86.0,169.0,393.0,90.0,20.0,22.0,393.0
90.0,199.0,410.0,106.0,12.0,13.0,416.0
113.0,161.0,169.0,108.0,14.0,20.0,271.0
85.0,59.0,104.0,94.0,68.0,30.0,147.0
50.0,15.0,63.0,62.0,71.0,32.0,69.0
61.0,37.0,96.0,70.0,52.0,25.0,63.0
72.0,131.0,138.0,104.0,58.0,23.0,147.0
31.0,125.0,196.0,65.0,50.0,73.0,193.0
38.0,125.0,222.0,62.0,44.0,61.0,190.0
36.0,113.0,156.0,65.0,35.0,44.0,149.0
28.0,98.0,141.0,72.0,27.0,33.0,178.0
44.0,94.0,109.0,68.0,22.0,28.0,175.0
35.0,83.0,349.0,41.620647018569656,29.0,39.0,172.0
46.0,106.0,162.0,78.15536422756819,59.0,79.0,127.0
34.0,62.0,97.0,45.8423414695253,38.0,55.0,60.0
31.0,97.0,108.0,62.29438309348458,42.0,64.0,77.0
25.0,83.0,88.0,51.12826090336644,37.0,54.0,55.0
36.0,100.0,106.0,60.27053064662454,32.0,45.0,79.0
28.0,103.0,114.0,61.008007252832485,33.0,44.0,90.0
36.0,100.0,112.0,61.611230625277464,33.0,46.0,87.0
32.0,88.0,105.0,52.73475023413698,29.0,41.0,73.0
22.0,70.0,96.0,40.0,30.0,43.0,48.0
30.0,84.0,166.0,47.01502188268057,27.0,38.0,95.0
43.0,102.0,124.0,65.87141322949147,30.0,41.0,109.0
37.0,87.0,100.0,53.052064173791145,30.0,38.0,70.0
18.0,47.0,112.0,27.615258320594673,22.0,33.0,55.0
38.0,101.0,154.0,76.25984813247231,19.0,24.0,200.0
53.0,109.0,138.0,85.76520534521644,43.0,59.0,162.0
57.0,106.0,138.0,64.8014864851418,15.0,19.0,120.0
44.0,111.0,262.0,86.98648083604819,37.0,54.0,253.0
51.0,103.0,165.0,93.97768268088855,32.0,34.0,253.0
60.0,110.0,194.0,30.0,32.0,45.0,243.0
57.0,54.74473384662724,172.0,29.0,25.0,32.0,228.0
53.0,75.41696706480114,146.0,37.0,31.0,40.0,122.0
41.0,105.0,151.0,37.0,29.0,37.0,130.0
31.0,87.0,109.0,26.0,33.0,44.0,133.0
55.0,104.0,133.0,28.0,9.0,32.844637159923735,140.0
43.0,78.0,176.0,23.0,30.0,41.0,109.0
52.0,110.0,198.0,41.0,38.0,45.0,205.0
52.0,112.0,150.0,40.0,27.0,32.0,183.0
49.0,104.0,159.0,72.20694802370241,20.0,25.0,168.0
42.0,92.0,149.0,30.0,28.0,38.0,93.0
47.0,105.0,176.0,51.0,28.0,31.0,143.0
40.0,103.0,150.0,41.0,31.0,38.0,85.0
47.0,89.0,149.0,74.25103026553195,39.0,57.0,159.0
62.0,112.0,193.0,95.59871792686538,12.0,15.0,280.0
80.0,113.0,176.0,53.0,19.0,23.0,248.0
59.0,89.0,136.0,45.0,20.0,21.0,162.0
70.0,102.0,500.0,61.0,14.0,16.0,326.0
47.0,89.0,500.0,38.67944540720347,18.0,20.0,248.0
71.0,95.0,124.0,40.0,13.0,13.0,113.0
49.0,70.0,454.0,31.0,18.0,24.0,110.0
29.0,94.0,500.0,27.0,25.0,34.0,279.0
53.0,114.0,159.0,38.0,50.0,69.0,135.0
61.0,109.0,200.0,34.0,39.0,46.0,155.0
43.0,95.0,206.0,38.0,36.0,48.0,150.0
81.0,123.0,195.0,61.0,29.0,37.0,222.0
68.0,112.0,194.0,69.0,34.0,41.0,176.0
38.0,93.0,158.0,63.0,39.0,55.0,115.0
58.0,93.0,152.0,64.0,31.0,42.0,95.0
55.0,84.0,164.0,58.0,26.0,35.0,70.0
54.0,108.0,344.0,71.0,24.0,37.0,284.0
97.0,130.0,364.0,87.0,35.0,48.0,400.0
99.0,121.0,302.0,71.0,35.0,40.0,398.0
93.0,117.0,293.0,48.0,18.0,21.0,383.0
89.0,119.0,293.0,48.0,40.0,50.0,384.0
82.0,117.0,171.0,49.0,38.0,45.0,287.0
70.0,110.0,119.0,35.0,40.0,50.0,175.0
52.0,101.0,116.0,28.0,43.0,61.0,190.0
53.0,73.0,89.0,20.0,26.0,36.0,135.0
51.0,68.0,85.0,18.0,20.0,25.0,134.0
63.0,79.0,90.0,65.83424970661787,30.0,34.0,112.0
77.0,95.0,177.0,73.0,21.0,26.0,278.0
70.0,69.0,189.0,103.0,31.0,42.0,321.0
56.0,57.0,96.0,85.0,35.0,45.0,107.0
56.0,59.0,105.0,71.0,29.0,38.0,149.0
113.0,75.0,119.0,71.0,19.0,23.0,175.0
52.0,42.0,110.0,62.0,30.0,41.0,149.0
55.0,45.0,160.0,59.0,13.0,18.0,303.0
71.0,58.0,500.0,68.0,41.0,47.0,500.0
77.0,59.0,197.0,95.89484807357097,29.0,38.0,324.0
71.0,72.0,111.0,0.0,15.0,18.0,198.0
79.0,74.0,130.0,52.0,15.0,19.0,206.0
80.0,88.0,209.0,77.0,16.0,20.0,343.0
76.0,77.0,100.0,55.0,30.0,37.0,149.0
76.0,77.0,110.0,62.0,8.0,12.0,203.0
61.0,89.0,155.0,71.0,9.0,13.0,284.0
79.0,110.0,306.0,86.0,9.0,13.0,403.0
86.0,118.0,402.0,101.0,10.0,14.0,444.0
82.0,108.0,226.0,79.0,16.0,18.0,339.0
107.0,118.0,328.0,82.0,15.0,19.0,408.0
92.0,117.0,309.0,105.0,17.0,20.0,374.0
108.0,107.0,181.0,106.0,17.0,20.0,284.0
107.0,113.0,256.0,108.0,12.0,16.0,301.0
66.0,85.0,118.0,81.0,27.0,34.0,144.0
54.0,77.0,139.0,71.0,27.0,31.0,185.0
34.0,48.0,81.0,33.0,34.0,48.0,54.0
61.0,96.0,157.0,73.0,30.0,35.0,263.0
102.0,102.0,142.0,90.0,22.0,23.0,204.0
90.0,84.0,209.0,102.0,18.0,21.0,310.0
113.0,118.0,500.0,112.0,8.0,11.0,463.0
112.0,113.0,286.0,102.0,10.0,12.0,316.0
107.0,104.0,180.0,89.0,13.0,15.0,231.0
87.0,104.0,230.0,110.0,20.0,17.0,251.0
51.0,59.0,145.0,51.0,27.0,35.0,92.0
52.0,83.0,467.0,103.0,15.0,13.0,462.0
62.0,87.0,463.0,110.0,10.0,13.0,430.0
62.0,80.0,369.0,105.0,9.0,13.0,360.0
42.0,58.0,175.0,86.0,30.0,33.0,248.0
62.0,74.0,286.0,114.0,9.0,14.0,326.0
61.0,78.0,378.0,114.0,10.0,14.0,407.0
56.0,72.0,295.0,111.0,11.0,15.0,353.0
55.0,60.0,292.0,107.0,10.0,14.0,371.0
61.0,52.0,169.0,103.0,11.0,15.0,258.0
75.0,35.0,124.0,87.0,39.0,16.0,183.0
24.0,18.0,57.0,53.0,71.0,30.0,40.0
33.0,25.0,98.0,60.0,51.0,23.0,84.0
38.0,39.0,141.0,83.0,65.0,25.0,156.0
54.0,80.0,106.0,43.0,45.0,68.0,78.0
48.0,92.0,145.0,42.0,39.0,55.0,90.0
47.0,106.0,96.0,56.0,38.0,45.0,138.0
23.0,104.0,259.9157070425114,63.0,25.0,29.0,147.0
31.0,65.0,92.85998842234389,76.0,5.0,5.0,189.0
43.0,55.0,87.0,88.0,13.0,17.0,137.0
39.0,47.0,67.0,72.0,18.0,24.0,93.0
51.0,58.0,317.0,67.0,28.0,38.0,163.0
61.0,63.0,105.0,55.0,33.0,42.0,74.0
66.0,87.0,129.0,64.0,34.0,46.0,103.0
67.0,88.0,99.0,59.0,31.0,44.0,73.0
53.0,102.0,105.0,69.0,40.0,55.0,83.0
45.0,82.32024791599304,59.7043760004566,77.0,28.0,36.0,108.0
55.0,88.0,121.0,67.0,27.0,36.0,94.0
44.0,70.0,107.0,66.0,24.0,34.0,77.0
38.0,45.0,90.0,67.0,29.0,40.0,53.0
63.0,83.0,106.0,47.0,25.0,35.0,64.0
73.0,102.0,116.0,47.0,28.0,36.0,107.0
91.0,123.0,128.0,47.0,49.0,71.0,122.0
90.0,103.0,136.0,47.0,21.0,31.0,93.0
76.0,115.0,180.0,50.0,40.0,49.0,190.0
65.0,97.0,145.0,46.0,40.0,45.0,153.0
78.0,120.0,148.0,37.0,40.0,55.0,145.0
82.0,104.0,168.0,37.0,30.0,39.0,132.0
74.0,107.92785941296665,216.0,71.93958932285967,33.0,40.0,149.0
66.0,104.78384721200577,174.0,69.43134690516533,38.0,41.0,122.0
62.0,108.0,99.0,56.0,33.0,43.0,110.0
65.0,118.0,177.0,84.57150301067011,33.0,34.0,180.0
66.0,105.0,131.0,70.67316751182008,22.0,32.0,120.0
69.0,109.67621646526952,182.0,65.87217803959828,34.0,47.0,98.0
63.0,90.29129400485301,302.0,62.18526553163178,24.0,29.0,209.0
53.04004537937783,117.0,169.0,63.28881573685153,34.0,39.0,89.0
17.0,48.0,106.0,46.0,25.0,33.0,129.0
47.0,74.0,500.0,51.0,19.0,24.0,278.0
43.0,83.0,500.0,44.0,19.0,21.0,249.0
13.0,54.0,103.0,36.0,22.0,29.0,90.0
15.0,38.0,411.0,28.0,24.0,33.0,112.0
53.0,82.52791473784397,500.0,30.0,25.0,32.0,289.0
61.0,120.60794971383383,178.0,82.5924962693245,45.0,61.0,142.0
62.0,96.85450711485672,272.0,63.24155678979721,30.0,35.0,178.0
32.0,69.0,195.0,34.0,32.0,45.0,150.0
44.0,101.0,226.0,46.0,32.0,42.0,211.0
31.0,66.43321584697597,188.0,36.0,31.0,38.0,144.0
27.0,60.0,164.0,29.0,32.0,41.0,123.0
22.0,57.0,157.0,25.0,25.0,32.0,100.0
15.0,29.0,139.0,13.0,23.0,35.0,55.0
28.0,70.0,213.0,41.0,24.0,32.0,244.0
31.0,105.0,200.0,50.0,40.0,41.0,317.0
31.0,44.66917725182526,265.0,63.0,22.0,22.0,386.0
35.0,75.0,173.0,46.0,20.0,20.0,290.0
58.0,78.0,173.0,46.0,42.0,45.0,314.0
45.0,75.0,131.0,36.0,35.0,44.0,223.0
49.0,83.0,111.0,37.0,37.0,41.0,178.0
37.0,68.0,107.0,30.0,27.0,35.0,182.0
53.0,52.0,78.0,19.0,15.0,21.0,128.0
29.0,52.0,72.0,17.0,20.0,26.0,119.0
22.0,23.0,66.0,17.0,25.0,32.0,102.0
39.0,60.0,131.3338742514073,101.0,24.0,23.0,280.0
39.0,43.0,128.8602437078903,103.0,31.0,41.0,293.0
35.0,40.0,75.0,85.0,30.0,39.0,74.0
39.0,42.0,96.0,98.0,19.0,21.0,159.0
37.0,37.0,69.0,86.0,27.0,33.0,92.0
38.0,38.0,194.4490793195107,47.71788746898846,28.0,35.0,182.0
66.0,75.0,-57.84149193204899,90.0,11.0,15.0,144.0
48.0,73.0,-6.662587306911376,102.0,14.0,17.0,193.0
49.0,95.0,148.0,105.0,10.0,13.0,289.0
49.0,85.0,88.0,103.0,18.0,21.0,152.0
20.0,70.0,-47.442649830028984,104.0,7.0,10.0,156.0
14.0,59.0,63.0,102.0,7.0,10.0,163.0
17.0,68.0,187.0,109.0,8.0,11.0,360.0
25.0,73.0,331.7236910991303,107.0,10.0,12.0,410.0
35.0,57.0,392.12471413077634,102.0,9.0,12.0,474.0
64.0,72.0,338.0,105.0,9.0,11.0,379.0
67.0,47.0,179.0,101.0,14.0,16.0,304.0
87.0,50.0,171.79279408200017,101.0,8.0,11.0,401.0
66.0,45.0,27.557493713892686,75.0,10.0,14.0,207.0
68.0,45.0,132.0,77.0,15.0,15.0,242.0
104.0,33.0,122.0,68.0,19.0,20.0,196.0
45.0,21.0,71.0,51.0,27.0,40.0,69.0
62.0,51.0,188.0,91.0,11.0,13.0,367.0
55.0,31.0,115.0,67.0,20.0,22.0,225.0
54.0,45.0,78.0,54.0,20.0,26.0,110.0
36.0,67.0,283.02872865836457,101.0,8.0,10.0,386.0
41.0,70.0,226.0,104.0,7.0,10.0,339.0923410836409
64.0,72.0,174.0,98.0,9.0,12.0,293.0
61.0,62.0,116.0,62.0,13.0,17.0,188.0
71.0,53.0,145.0,63.0,13.0,15.0,213.0
53.0,54.0,130.0,35.0,21.0,23.0,127.0
77.0,77.0,479.0,92.0,8.0,11.0,462.0
87.0,59.0,479.0,77.0,9.0,12.0,403.0
92.0,64.0,300.0,55.0,13.0,15.0,309.0
65.0,57.0,252.0,51.0,21.0,22.0,272.0
82.0,64.0,449.0,67.0,10.0,14.0,389.0
48.0,54.0,137.0,37.0,13.0,17.0,211.0
62.0,60.0,344.0,79.0,10.0,15.0,444.0
83.0,69.0,333.0,70.0,10.0,14.0,440.0
63.0,57.0,380.0,74.0,10.0,14.0,466.0
87.0,101.0,182.0,68.0,9.0,14.0,312.0
61.0,85.0,95.0,69.0,17.0,5.0,150.0
22.0,44.0,48.0,48.0,40.0,18.0,48.0
32.0,54.0,74.0,53.0,31.0,13.0,74.0
47.0,113.0,151.0,77.0,38.0,12.0,218.0
40.0,59.0,124.0,58.0,50.0,57.0,99.0
43.0,50.0,150.0,49.0,65.0,70.0,127.0
32.0,55.0,127.0,71.0,37.0,44.0,112.0
14.0,37.0,79.0,87.0,29.0,37.0,88.0
12.0,37.0,95.0,87.0,11.0,11.0,143.0
37.0,39.0,83.0,81.0,31.0,40.0,144.0
13.0,40.0,72.0,71.0,10.0,12.0,112.0
10.0,34.0,77.0,67.0,28.0,27.0,90.0
35.0,38.0,178.0,66.0,30.0,40.0,118.0
40.0,54.0,109.0,79.0,62.0,73.0,98.0
24.0,32.0,-17.13304994848866,69.0,42.0,67.0,64.0
20.0,35.0,15.123925269986637,68.0,46.0,81.0,57.0
25.0,37.0,13.11657559837285,58.0,36.0,52.0,60.0
29.0,34.0,-4.215723611708793,51.0,37.0,20.4778380560667,63.0
27.0,35.0,87.44290128167367,46.0,43.0,63.0,63.0
15.0,33.0,104.0,29.899697586440077,34.0,49.0,65.0
10.0,25.0,100.0,20.378434870914308,31.0,45.0,43.0
14.0,34.0,116.0,106.0,27.0,38.0,50.0
23.0,37.0,105.0,104.0,33.0,42.0,85.0
39.77706505780082,34.0,93.0,101.0,29.0,39.0,67.0
6.0,20.0,104.0,92.0,24.0,35.0,50.0
15.0,35.0,137.0,102.0,16.0,20.0,160.0
50.0,49.0,151.0,110.0,39.0,46.0,173.0
52.0,47.0,148.0,113.0,15.0,17.0,110.0
28.0,42.0,166.0,113.0,38.0,51.0,218.0
46.0,53.0,191.0,111.0,36.0,30.0,250.0
43.0,47.0,172.0,109.0,36.0,52.0,203.0
40.0,48.0,191.0,107.0,24.0,30.0,201.0
33.0,39.0,124.0,104.0,35.0,47.0,87.0
43.0,42.0,117.0,103.0,29.0,34.0,88.0
16.0,34.0,104.0,102.0,33.0,45.0,122.0
30.0,45.0,141.0,103.0,11.0,22.440440662434572,153.0
42.0,44.0,176.0,102.0,25.0,33.0,113.0
39.0,47.0,168.0,105.0,37.0,43.0,176.0
33.0,44.0,187.0,48.0,32.0,26.0,172.0
35.0,43.0,175.0,47.0,24.0,32.0,97.0
31.0,45.0,174.0,31.27112160183542,30.0,20.0,103.0
25.0,42.0,159.0,29.911030086705942,31.0,39.0,83.0
38.0,38.0,136.0,20.0,34.0,50.0,143.0
39.0,54.0,176.0,43.0,4.0,3.0,286.0
56.0,50.0,187.0,46.0,21.0,27.0,256.0
69.0,44.0,149.0,54.79434795390656,12.0,14.0,175.0
69.0,49.0,500.0,17.0,9.0,9.0,287.0
47.0,34.0,500.0,17.0,20.0,26.0,233.0
72.0,39.0,139.0,39.042800838945944,10.0,12.0,107.0
56.0,35.0,474.0,-8.598096730670278,18.0,22.0,98.0
25.0,32.0,500.0,14.123464052340212,34.0,30.0,232.0
45.0,40.0,124.0,35.47101614329095,15.4763329489949,18.471433058147767,98.0
51.0,45.0,189.0,37.94716949452992,16.130584517746396,19.260434522843994,132.0
52.0,34.0,197.0,45.859195667404144,46.0,69.0,129.0
81.0,64.0,185.0,100.0729490984819,95.0,122.0,213.0
68.0,54.0,169.0,63.87444955044971,48.0,77.0,138.0
28.0,35.0,150.0,35.988281098744565,33.0,45.0,107.0
52.0,38.0,153.0,35.772862862540414,24.0,31.0,97.0
33.0,29.0,162.0,23.839497166836264,23.0,34.0,80.0
38.0,33.0,243.0,123.0,20.0,25.0,262.0
67.0,34.0,215.0,127.0,45.0,50.0,341.0
59.0,34.0,185.0,114.0,38.0,48.0,345.0
47.0,44.0,172.0,102.0,15.0,19.0,339.0
62.0,59.0,172.0,102.0,32.0,38.0,311.0
62.0,57.0,152.0,56.0,35.0,40.0,254.0
53.0,53.0,92.0,42.0,29.0,40.0,119.0
34.0,45.0,93.0,48.0,42.0,63.0,144.0
32.0,37.0,75.0,42.0,25.0,35.0,123.0
33.19598898951382,32.0,73.0,48.0,17.0,22.0,120.0
36.48202597522822,30.0,74.0,49.0,29.0,37.0,124.0
64.0,34.0,118.47411291427541,77.0,29.0,38.0,255.0
62.0,37.0,143.0,87.0,37.0,50.0,284.0
65.0,32.0,-24.889726918652258,56.0,35.0,44.0,92.0
69.0,29.0,45.65700594841158,49.0,36.0,46.0,124.0
79.0,32.0,84.0,49.0,26.0,38.0,140.0
62.0,29.0,62.222210119675424,50.0,31.0,45.0,134.0
19.0,29.0,288.3013594180785,60.0,16.0,21.0,294.0
37.0,30.0,552.8637761966829,70.0,43.0,51.0,472.0
45.0,30.0,332.2885286736643,60.0,35.0,44.0,318.0
27.0,33.0,180.57790848307667,57.0,28.0,33.0,198.0
20.0,34.0,135.20743924266327,66.0,14.0,19.0,208.0
22.0,25.0,145.0,87.0,15.0,19.0,312.0
61.0,13.0,0.0,75.0,2.0,3.0,142.0
17.0,28.0,-2.854797698416401,85.0,14.0,20.0,182.0
16.0,44.0,136.985177049169,90.0,12.0,16.0,265.0
25.0,53.0,219.0,101.0,6.0,8.0,400.0
34.0,57.0,300.0,102.0,8.0,11.0,433.0
57.0,52.0,183.0,90.0,17.0,19.0,338.0
96.0,60.0,262.0,93.0,24.0,26.0,410.0
80.0,60.0,215.0,101.0,30.0,43.0,362.0
79.0,49.0,159.0,97.0,23.0,27.0,268.0
80.0,49.0,146.0,88.0,25.0,25.0,212.0
42.0,35.0,85.0,72.0,32.0,42.0,82.0
39.0,33.0,75.0,65.0,33.0,43.0,78.0
23.0,26.0,66.0,51.0,40.0,64.0,60.0
54.0,39.0,111.0,80.0,49.0,55.0,172.0
67.0,46.0,111.0,84.0,24.0,28.0,144.0
42.0,29.0,58.0,53.0,39.0,60.0,75.0
58.0,40.0,133.0,100.0,35.0,45.0,227.0
87.0,57.0,230.0,108.0,14.0,18.0,389.0
101.0,50.0,170.0,102.0,21.0,30.0,285.0
86.0,45.0,137.0,84.0,18.0,25.0,208.0
62.0,37.0,137.0,65.0,43.0,52.0,156.0
54.0,34.0,132.0,42.0,38.0,55.0,92.0
107.0,47.0,117.0,87.0,21.0,28.0,118.0
70.0,39.0,140.0,79.0,38.0,48.0,195.0
96.0,52.0,191.0,101.0,27.0,35.0,309.0
101.0,65.0,151.0,103.0,23.0,34.0,239.0
105.0,60.0,161.0,102.0,26.0,36.0,322.0
83.0,40.0,150.0,89.0,19.0,26.0,300.0
71.0,39.0,150.0,86.0,18.0,25.0,284.0
99.0,37.0,126.0,69.0,21.0,29.0,210.0
115.0,37.0,132.0,63.0,62.0,25.0,185.0
77.0,38.0,135.0,33.0,66.0,29.0,118.0
68.0,37.0,138.0,37.0,71.0,30.0,138.0
51.0,54.0,90.0,35.0,21.0,30.0,94.0
41.0,52.0,87.0,34.0,18.0,25.0,87.0
36.0,50.0,142.0,50.0,21.0,32.0,158.0
44.159517506145804,43.0,163.0,51.0,36.0,13.207391305163263,207.0
29.85506823056126,23.0,155.0,40.0,0.3364914135809523,0.04776686239799095,189.0
17.0,22.0,105.0,40.0,31.0,48.0,147.0
26.15764262910325,20.0,82.0,28.0,25.0,37.0,99.0
22.373080052650465,19.0,118.74571727532908,28.0,21.0,32.0,92.0
22.0,24.0,233.0,29.0,22.0,32.0,144.0
41.0,33.0,181.0,34.0,31.0,43.0,138.0
44.0,32.0,84.70028689492354,34.0,25.0,31.0,90.0
50.0,30.0,107.0,43.0,20.0,26.0,72.0
50.0,30.0,109.0,40.0,18.0,24.0,70.0
50.0,29.0,99.0,39.0,17.0,25.0,65.0
53.0,69.69734247422598,110.0,42.0,22.0,30.0,88.0
48.0,141.0,106.0,38.0,18.0,25.0,79.0
38.0,127.0,93.0,29.0,18.0,27.0,60.0
35.0,50.69183997178312,88.0,23.0,17.0,26.0,49.0
23.0,90.0,145.0,26.0,19.0,27.0,79.0
27.0,73.0,120.0,35.0,16.0,22.0,95.0
12.0,48.0,113.0,31.0,15.0,22.0,87.0
4.0,38.0,102.0,24.0,22.0,26.0,53.0
10.0,35.0,160.0,38.0,24.0,36.0,160.0
25.0,67.0,162.0,44.0,25.0,33.0,179.0
28.0,53.0,129.0,37.0,16.0,25.0,119.0
15.0,60.0,171.0,42.0,16.0,24.0,195.0
20.0,54.0,185.0,44.0,17.0,28.0,236.0
34.0,69.0,190.0,39.0,17.0,25.0,233.0
26.0,47.0,177.0,38.0,20.0,30.0,204.0
43.0,79.0,144.0,37.0,14.0,19.0,130.0
42.0,100.0,161.0,46.0,14.0,19.0,176.0
30.0,34.0,142.0,22.0,19.0,26.0,109.0
43.0,72.0,190.0,35.0,19.0,23.0,219.0
29.0,63.0,168.0,35.0,15.0,21.0,183.0
35.0,70.0,162.0,66.0,15.0,20.0,129.0
51.0,104.0,179.0,67.0,11.0,14.0,125.0
35.0,64.88740177476843,152.0,59.0,13.0,16.0,89.0
29.0,61.05700801079439,157.0,65.0,20.0,25.0,182.0
44.0,62.31367476064339,198.0,70.0,14.0,21.0,239.0
42.0,63.91497669959149,155.0,63.0,18.0,26.0,189.0
32.0,64.94776201873479,158.0,60.0,19.0,28.0,152.0
46.0,80.51240933909051,500.0,47.0,16.0,19.0,272.0
31.0,58.8810901433594,500.0,36.0,5.0,5.0,255.0
34.0,37.575613152424815,123.0,32.0,6.0,8.0,105.0
25.0,44.199020684516,258.0,26.0,6.0,7.0,114.0
18.0,49.02395896938353,500.0,33.0,5.0,8.0,287.0
24.0,32.64236069070627,181.0,34.0,6.0,7.0,163.0
33.0,38.03925928211019,185.0,26.0,8.0,8.0,133.0
35.0,164.58303941169063,156.0,29.0,116.0,161.0,107.0
32.0,141.46319863693526,180.0,21.0,106.0,130.0,109.0
53.0,29.0,172.0,21.0,70.0,107.0,110.0
29.0,14.0,118.0,11.0,48.0,90.0,52.0
51.0,93.65781430766648,295.0,48.0,44.0,67.0,291.0
57.0,68.0,374.0,74.0,19.0,25.0,352.0
56.0,67.0,458.0,75.0,17.0,22.0,420.0
55.0,62.0,182.0,55.0,16.0,24.0,334.0
56.0,60.0,182.0,55.0,19.0,27.0,267.0
60.0,64.0,184.0,69.0,18.0,26.0,263.0
50.0,65.0,141.0,54.0,18.0,24.0,210.0
54.0,68.0,147.0,48.0,15.0,18.0,220.0
44.0,60.0,114.0,34.0,11.0,13.0,165.0
32.0,58.0,101.0,33.0,12.0,17.0,122.0
26.0,55.0,97.0,29.0,17.0,26.0,100.0
57.0,49.0,199.0,102.0,36.0,47.0,313.0
60.0,45.0,203.0,109.0,41.0,65.0,301.0
52.0,44.0,96.0,104.0,36.0,57.0,108.0
58.0,47.0,117.0,105.0,32.0,47.0,170.0
47.0,44.0,88.0,104.0,32.0,48.0,108.0
34.0,44.0,119.0,104.0,29.0,43.0,199.0
52.0,44.0,185.0,106.0,32.0,47.0,308.0
68.0,47.0,338.0,107.0,35.0,55.0,407.0
64.0,48.0,228.0,107.0,31.0,44.0,367.0
60.0,44.0,105.0,102.0,26.0,39.0,168.0
62.0,48.0,124.0,106.0,24.0,37.0,203.0
67.0,50.0,182.0,111.0,28.0,39.0,322.0
58.0,50.0,120.0,106.0,23.0,31.0,217.0
55.0,49.0,109.0,108.0,18.0,23.0,186.0
