点位名称,SO2,NO2,PM10,CO,O31小时,O38小时,PM2.5,首要污染物,时间
临潼区 ,85.0,125.0,137.0,68.0,11.0,12.0,212.0,重度,2013-01-11
临潼区 ,102.0,138.0,171.0,101.0,3.0,4.0,303.0,严重,2013-01-10
临潼区 ,62.0,117.0,111.0,64.0,6.0,7.0,159.0,中度,2013-01-09
临潼区 ,85.0,152.0,171.0,101.0,44.139927558648026,52.376536914514375,288.0,重度,2013-01-08
临潼区 ,103.0,147.0,196.0,107.0,4.0,5.0,342.0,严重,2013-01-07
临潼区 ,94.0,154.0,188.0,105.0,4.0,5.0,328.0,严重,2013-01-06
临潼区 ,102.0,119.0,135.0,87.0,4.0,6.0,229.0,重度,2013-01-05
临潼区 ,74.0,78.0,96.0,50.0,21.0,8.0,138.0,轻度,2013-01-04
临潼区 ,41.0,39.0,55.0,18.0,116.0,39.0,45.0,良,2013-01-03
临潼区 ,55.0,50.0,79.0,30.0,54.0,18.0,65.0,良,2013-01-02
临潼区 ,66.0,87.0,107.0,66.0,54.0,18.0,97.0,轻度,2013-01-01
曲江文化集团 ,25.0,114.0,133.0,35.0,34.16972438079875,40.96194597160999,105.0,轻度,2013-04-26
曲江文化集团 ,26.0,111.0,140.0,36.0,32.35033578307284,38.74521367160333,118.0,轻度,2013-04-25
曲江文化集团 ,26.0,112.0,132.0,34.0,31.475565292421813,37.66375910673792,124.0,轻度,2013-04-24
曲江文化集团 ,20.0,85.0,106.0,66.0,26.71904094367669,31.86317984456204,127.0,轻度,2013-04-23
曲江文化集团 ,26.0,101.0,121.0,99.0,33.00034769108239,39.28073984104585,170.0,中度,2013-04-22
曲江文化集团 ,40.0,103.0,94.0,94.0,37.2660376457293,44.45784281133464,138.0,轻度,2013-04-21
曲江文化集团 ,23.0,82.0,64.0,83.0,32.23181736795124,38.53021625237284,85.0,良,2013-04-20
曲江文化集团 ,16.0,67.0,70.0,82.0,26.067135668075363,25.0,84.0,良,2013-04-19
曲江文化集团 ,34.0,70.0,182.0,78.0,34.0,48.0,138.0,中度,2013-04-18
曲江文化集团 ,39.0,99.0,144.0,78.0,75.0,90.0,123.0,轻度,2013-04-17
曲江文化集团 ,14.0,72.0,91.0,57.0,43.0,66.0,60.0,良,2013-04-16
曲江文化集团 ,14.0,101.0,109.0,64.0,40.75545059461982,76.0,73.0,轻度,2013-04-15
曲江文化集团 ,12.0,93.0,96.0,63.0,35.86477544377428,56.0,68.0,良,2013-04-14
曲江文化集团 ,13.0,97.0,91.0,66.0,38.0,50.0,60.0,良,2013-04-13
曲江文化集团 ,17.0,93.0,92.0,67.0,35.27421409664902,42.31754380213585,64.0,良,2013-04-12
曲江文化集团 ,23.0,99.0,98.0,68.0,37.22443147491672,44.645094537119725,72.0,良,2013-04-11
曲江文化集团 ,15.0,79.0,86.0,63.0,32.037931119225,46.0,58.0,良,2013-04-10
曲江文化集团 ,12.0,57.0,78.0,48.0,31.0,45.0,43.0,良,2013-04-09
曲江文化集团 ,11.0,80.0,125.0,35.0,24.94722074925157,29.93820178601361,80.0,轻度,2013-04-08
曲江文化集团 ,25.0,93.0,97.0,39.0,29.48984803698891,35.31941590963854,88.0,良,2013-04-07
曲江文化集团 ,17.0,79.0,81.0,30.0,34.0,43.0,63.0,良,2013-04-06
曲江文化集团 ,8.0,60.0,96.0,33.0,21.0,29.0,55.0,良,2013-04-05
曲江文化集团 ,22.0,104.0,131.0,55.0,26.158601394888777,17.0,155.0,中度,2013-04-04
曲江文化集团 ,40.0,108.0,118.0,60.0,50.0,59.0,138.0,轻度,2013-04-03
曲江文化集团 ,54.0,112.0,117.0,48.0,8.0,9.0,109.0,轻度,2013-04-02
曲江文化集团 ,34.0,110.0,166.0,87.0,32.85179396222962,39.09814495511205,199.0,中度,2013-04-01
曲江文化集团 ,41.0,104.0,134.0,102.0,38.0,34.0,207.0,重度,2013-03-31
曲江文化集团 ,41.0,107.0,145.0,99.0,38.0,50.0,189.0,中度,2013-03-30
曲江文化集团 ,41.0,103.0,135.0,90.0,22.0,28.0,169.0,中度,2013-03-29
曲江文化集团 ,32.0,104.0,113.0,89.0,40.19692426572687,48.13115752407263,102.0,轻度,2013-03-28
曲江文化集团 ,27.0,104.0,106.0,81.0,39.13495164271126,46.879369737984405,93.0,轻度,2013-03-27
曲江文化集团 ,16.0,83.0,88.0,71.0,28.4102873583885,33.93306157048379,104.0,轻度,2013-03-26
曲江文化集团 ,57.0,103.0,106.0,70.0,8.0,40.97837734995354,120.0,轻度,2013-03-25
曲江文化集团 ,53.0,95.0,135.0,60.0,34.0,43.0,113.0,轻度,2013-03-24
曲江文化集团 ,32.0,108.0,159.0,73.0,32.479750242253225,38.73063196888147,173.0,中度,2013-03-23
曲江文化集团 ,30.0,111.0,116.0,62.0,34.47920988964768,41.19096720062617,134.0,轻度,2013-03-22
曲江文化集团 ,44.0,102.0,127.0,51.0,17.0,20.0,148.0,轻度,2013-03-21
曲江文化集团 ,36.0,93.0,126.0,40.0,29.71917727569678,35.58006408579721,107.0,轻度,2013-03-20
曲江文化集团 ,43.0,84.0,120.0,102.0,39.0,49.0,128.0,轻度,2013-03-17
曲江文化集团 ,59.0,106.0,154.0,103.0,35.055764660046634,41.64868089885962,216.0,重度,2013-03-16
曲江文化集团 ,84.0,112.0,153.0,98.0,41.56989800488517,49.54060352489607,193.0,中度,2013-03-15
曲江文化集团 ,66.0,87.0,122.0,81.0,20.0,24.0,143.0,轻度,2013-03-14
曲江文化集团 ,69.0,101.0,500.0,87.0,29.93991720849548,35.76369326317287,324.0,严重,2013-03-13
曲江文化集团 ,57.0,89.0,500.0,66.0,26.776658346934703,32.12549628472262,277.0,严重,2013-03-12
曲江文化集团 ,79.0,89.0,112.0,61.0,11.0,12.0,102.0,轻度,2013-03-11
曲江文化集团 ,54.0,64.0,368.0,45.0,19.0,23.0,127.0,严重,2013-03-10
曲江文化集团 ,26.0,79.0,500.0,29.0,20.0,25.0,323.0,严重,2013-03-09
曲江文化集团 ,54.0,111.0,163.0,37.0,35.907809572027325,43.02755243114324,124.0,中度,2013-03-08
曲江文化集团 ,49.63942271495639,102.0,188.0,36.0,30.977706686017854,37.08072413986661,145.0,中度,2013-03-07
曲江文化集团 ,46.4362243729698,97.0,228.0,33.0,28.96667680704132,34.71281720998558,152.0,重度,2013-03-06
曲江文化集团 ,45.52606489161096,104.0,172.0,22.0,30.741702978070805,36.84815807712227,124.0,中度,2013-03-04
曲江文化集团 ,43.06896404426213,97.0,179.0,23.0,28.832753375047687,34.56726525833384,123.0,中度,2013-03-03
曲江文化集团 ,37.0,92.0,151.0,9.0,22.0,25.0,100.0,中度,2013-03-02
曲江文化集团 ,32.783263843038235,79.0,155.0,36.742677995220845,19.0,26.0,63.0,中度,2013-03-01
曲江文化集团 ,38.0,106.0,317.0,61.987309072045086,22.0,23.0,222.0,严重,2013-02-28
曲江文化集团 ,78.0,120.0,322.0,75.0,44.0,37.0,294.0,严重,2013-02-27
曲江文化集团 ,75.0,114.0,273.0,103.0,22.0,21.0,290.0,重度,2013-02-26
曲江文化集团 ,81.0,108.0,225.0,92.0,5.0,6.0,298.0,重度,2013-02-25
曲江文化集团 ,71.0,109.0,225.0,92.0,33.0,37.0,277.0,重度,2013-02-24
曲江文化集团 ,60.0,104.0,146.0,82.0,30.0,34.0,203.0,重度,2013-02-23
曲江文化集团 ,53.0,95.0,95.0,69.0,34.0,36.0,103.0,轻度,2013-02-22
曲江文化集团 ,54.0,88.0,106.0,73.0,35.0,36.0,119.0,轻度,2013-02-21
曲江文化集团 ,55.0,68.0,84.0,56.0,18.0,23.0,99.0,良,2013-02-20
曲江文化集团 ,55.0,63.0,78.0,56.0,11.0,14.0,90.0,良,2013-02-19
曲江文化集团 ,53.0,70.0,89.0,60.0,22.0,26.0,88.0,良,2013-02-18
曲江文化集团 ,61.0,80.0,151.0,77.0,23.0,24.0,215.0,重度,2013-02-17
曲江文化集团 ,72.15615563632524,93.0,167.0,102.0,20.0,25.0,258.0,重度,2013-02-16
曲江文化集团 ,44.49866109404692,62.0,79.0,92.0,28.0,33.0,65.0,良,2013-02-15
曲江文化集团 ,49.99763540198317,68.0,92.0,100.0,21.0,22.0,107.0,轻度,2013-02-14
曲江文化集团 ,53.03829243501871,84.0,98.0,103.0,13.0,14.0,112.0,轻度,2013-02-13
曲江文化集团 ,52.371659082388256,67.0,103.0,102.0,21.0,27.0,124.0,轻度,2013-02-12
曲江文化集团 ,57.0,75.0,144.0,105.0,4.0,3.0,237.0,重度,2013-02-11
曲江文化集团 ,36.0,79.0,442.0,106.0,30.0,30.0,415.0,严重,2013-02-10
曲江文化集团 ,65.0,97.0,148.0,103.0,16.0,19.0,226.0,重度,2013-02-09
曲江文化集团 ,46.0,82.0,85.0,99.0,11.0,14.0,118.0,轻度,2013-02-08
曲江文化集团 ,52.0,82.0,113.0,102.0,11.0,11.0,150.0,轻度,2013-02-07
曲江文化集团 ,83.0,102.0,166.0,105.0,8.0,8.0,234.0,重度,2013-02-06
曲江文化集团 ,50.0,85.0,104.0,102.0,24.0,25.0,110.0,轻度,2013-02-05
曲江文化集团 ,72.0,99.0,111.0,103.0,3.0,3.0,139.0,轻度,2013-02-04
曲江文化集团 ,93.0,106.0,166.0,104.0,3.0,3.0,226.0,重度,2013-02-03
曲江文化集团 ,101.0,120.0,330.0,106.0,3.0,4.0,298.0,严重,2013-02-02
曲江文化集团 ,92.0,130.0,463.0,107.0,4.0,5.0,371.0,严重,2013-02-01
曲江文化集团 ,93.0,120.0,308.0,102.0,14.0,12.0,288.0,严重,2013-01-31
曲江文化集团 ,113.0,141.0,337.6815512017876,111.0,9.0,10.0,414.0,严重,2013-01-30
曲江文化集团 ,91.0,129.0,313.8119209728492,116.0,36.02470028920176,42.61036355488432,364.0,严重,2013-01-29
曲江文化集团 ,102.0,125.0,162.0,111.0,2.0,3.0,303.0,严重,2013-01-28
曲江文化集团 ,101.0,124.0,152.0,108.0,2.0,3.0,245.0,重度,2013-01-27
曲江文化集团 ,62.0,104.0,116.0,104.0,3.0,4.0,176.0,中度,2013-01-26
曲江文化集团 ,58.0,101.0,91.0,102.0,10.0,7.0,127.0,轻度,2013-01-25
曲江文化集团 ,61.0,75.0,73.0,85.0,7.0,8.0,59.0,良,2013-01-24
曲江文化集团 ,68.0,145.0,156.0,104.0,4.0,5.0,268.0,重度,2013-01-23
曲江文化集团 ,103.0,111.0,190.0,105.0,3.0,3.0,326.0,严重,2013-01-20
曲江文化集团 ,113.0,136.0,403.0,112.0,3.0,4.0,444.0,严重,2013-01-19
曲江文化集团 ,107.0,125.0,226.0,108.0,36.81891171344672,43.515919110307664,331.0,严重,2013-01-18
曲江文化集团 ,74.22167114491558,102.0,177.0,114.0,20.0,8.0,259.0,重度,2013-01-17
曲江文化集团 ,56.809015259829216,65.0,157.0,115.0,4.0,5.0,200.0,中度,2013-01-16
曲江文化集团 ,44.06082430989821,63.0,145.0,110.0,4.0,5.0,104.0,轻度,2013-01-15
曲江文化集团 ,20.0,101.0,447.0,122.0,4.0,6.0,445.0,严重,2013-01-14
曲江文化集团 ,21.0,85.0,408.0,118.0,4.0,6.0,410.0,严重,2013-01-13
曲江文化集团 ,22.0,72.0,240.0,108.0,4.0,6.0,284.0,重度,2013-01-12
曲江文化集团 ,13.0,133.0,215.0,109.0,4.0,6.0,279.0,重度,2013-01-11
曲江文化集团 ,34.0,165.0,379.0,112.0,5.0,7.0,392.0,严重,2013-01-10
曲江文化集团 ,19.0,83.0,432.0,109.0,4.0,6.0,438.0,严重,2013-01-08
曲江文化集团 ,21.0,157.0,398.0,109.0,4.0,6.0,409.0,严重,2013-01-07
曲江文化集团 ,23.0,144.0,285.0,103.0,5.0,7.0,363.0,严重,2013-01-06
曲江文化集团 ,57.0,127.0,189.0,95.0,27.0,12.0,286.0,重度,2013-01-05
曲江文化集团 ,49.0,102.0,128.0,65.0,6.0,3.0,170.0,中度,2013-01-04
曲江文化集团 ,9.0,52.0,64.0,33.0,6.0,3.0,49.0,良,2013-01-03
曲江文化集团 ,11.0,60.0,103.0,42.0,5.0,3.0,98.0,轻度,2013-01-02
曲江文化集团 ,8.0,121.0,166.0,56.0,6.0,3.0,149.0,中度,2013-01-01
广运潭 ,25.0,98.0,135.0,74.59690530878855,54.0,85.0,127.0,轻度,2013-04-26
广运潭 ,17.0,89.0,108.0,57.5720645543228,42.0,63.0,83.0,轻度,2013-04-25
广运潭 ,19.0,102.0,179.0,78.0,41.0,45.0,192.0,中度,2013-04-24
广运潭 ,16.0,64.0,132.0,76.0,23.0,27.0,168.0,中度,2013-04-23
广运潭 ,10.0,58.0,155.0,71.0,5.0,5.0,224.0,重度,2013-04-22
广运潭 ,15.0,45.196703753994704,121.0,59.0,22.0,18.0,182.0,中度,2013-04-21
广运潭 ,11.0,39.0,77.0,43.0,15.0,19.0,99.0,良,2013-04-20
广运潭 ,8.0,37.0,91.0,44.0,12.0,17.0,98.0,良,2013-04-19
广运潭 ,20.0,47.0,310.0,35.0,30.0,39.0,178.0,严重,2013-04-18
广运潭 ,50.95608840204485,81.85531732669234,160.0,63.28941712463777,28.138107251664596,33.57674811647124,150.0,中度,2013-04-17
广运潭 ,21.0,59.0,86.0,13.845795871727232,43.0,55.0,-75.54855246904275,良,2013-04-15
广运潭 ,18.0,50.0,73.0,16.097423876842573,31.0,39.0,-35.04813426260682,良,2013-04-14
广运潭 ,15.0,49.0,80.0,96.0,52.0,71.0,88.37621110540273,良,2013-04-13
广运潭 ,11.0,62.0,69.0,81.0,29.0,30.0,112.68082052767087,良,2013-04-12
广运潭 ,21.0,74.0,88.0,62.0,35.0,52.0,63.0,良,2013-04-10
广运潭 ,14.0,58.0,89.0,59.0,35.0,54.0,55.0,良,2013-04-09
广运潭 ,18.0,74.0,169.0,64.0,34.0,48.0,103.0,中度,2013-04-08
广运潭 ,49.0,100.0,130.0,67.0,37.0,48.0,112.0,轻度,2013-04-07
广运潭 ,25.0,80.0,107.0,58.0,38.0,47.0,80.0,轻度,2013-04-06
广运潭 ,33.0,57.0,123.0,53.0,26.0,36.0,67.0,轻度,2013-04-05
广运潭 ,24.0,82.0,141.0,66.0,33.0,33.0,143.0,轻度,2013-04-04
广运潭 ,57.0,105.0,160.0,71.0,75.0,81.0,166.0,中度,2013-04-03
广运潭 ,60.0,101.0,146.0,67.0,20.0,25.0,133.0,轻度,2013-04-02
广运潭 ,41.0,108.0,213.0,74.0,42.0,59.0,195.0,重度,2013-04-01
广运潭 ,37.0,88.0,175.0,74.0,52.0,48.0,228.0,重度,2013-03-31
广运潭 ,48.0,101.0,184.0,70.0,52.0,71.0,222.0,重度,2013-03-30
广运潭 ,43.0,99.0,172.0,66.0,31.0,39.0,198.0,中度,2013-03-29
广运潭 ,49.0,112.0,146.0,72.20856550784295,41.0,46.0,117.0,轻度,2013-03-28
广运潭 ,52.0,115.0,154.0,76.95022357410811,46.0,52.0,127.0,中度,2013-03-27
广运潭 ,26.0,98.0,116.0,70.0,41.0,48.0,129.0,轻度,2013-03-26
广运潭 ,54.0,93.0,126.0,53.0,13.0,36.05792337718089,120.0,轻度,2013-03-25
广运潭 ,42.0,70.0,172.0,45.0,35.0,46.0,115.0,中度,2013-03-24
广运潭 ,49.0,107.0,193.0,56.0,44.0,47.0,206.0,重度,2013-03-23
广运潭 ,37.0,104.0,134.0,51.0,34.0,40.0,127.0,轻度,2013-03-22
广运潭 ,38.0,95.0,161.0,49.0,25.0,26.0,168.0,中度,2013-03-21
广运潭 ,41.0,89.0,170.0,41.0,29.839371427049468,35.77663618321704,113.0,中度,2013-03-20
广运潭 ,34.0,115.0,186.0,48.0,30.0,30.0,128.0,中度,2013-03-19
广运潭 ,31.0,106.0,167.0,40.0,37.0,41.0,89.0,中度,2013-03-18
广运潭 ,56.0,92.0,162.0,48.0,44.0,64.0,172.0,中度,2013-03-17
广运潭 ,57.0,104.0,186.0,51.0,15.0,17.0,269.0,重度,2013-03-16
广运潭 ,47.0,94.0,156.0,42.0,32.0,41.0,220.0,重度,2013-03-15
广运潭 ,44.0,73.40539325331432,127.0,70.0,25.0,31.0,170.0,中度,2013-03-14
广运潭 ,59.0,89.0,500.0,93.0,15.0,17.0,333.0,严重,2013-03-13
广运潭 ,65.0,94.0,500.0,79.0,18.0,20.0,289.0,严重,2013-03-12
广运潭 ,51.0,70.0,114.0,71.0,19.0,25.0,115.0,轻度,2013-03-11
广运潭 ,34.0,55.0,500.0,57.0,20.0,27.0,133.0,严重,2013-03-10
广运潭 ,25.0,93.0,500.0,57.0,24.0,32.0,326.0,严重,2013-03-09
广运潭 ,53.0,111.0,156.0,62.0,62.0,76.0,129.0,中度,2013-03-08
广运潭 ,50.0,107.0,199.0,61.0,34.0,38.0,147.0,中度,2013-03-07
广运潭 ,64.0,97.0,242.0,57.0,34.0,47.0,163.0,重度,2013-03-06
广运潭 ,60.0,107.0,185.0,55.0,40.0,51.0,195.0,中度,2013-03-05
广运潭 ,47.0,95.0,157.0,40.0,33.0,44.0,125.0,中度,2013-03-04
广运潭 ,55.0,95.0,172.0,40.0,34.0,41.0,117.0,中度,2013-03-03
广运潭 ,90.0,105.0,171.0,40.0,20.0,23.0,120.0,中度,2013-03-02
广运潭 ,34.0,58.0,157.0,24.0,23.0,35.0,67.0,中度,2013-03-01
广运潭 ,80.0,109.0,374.0,55.0,25.0,35.0,306.0,严重,2013-02-28
广运潭 ,77.0,112.0,353.0,55.0,64.0,77.0,387.0,严重,2013-02-27
广运潭 ,101.0,129.0,295.0,108.0,37.0,27.0,362.0,严重,2013-02-26
广运潭 ,93.0,121.0,216.0,111.0,15.0,17.0,366.0,严重,2013-02-25
广运潭 ,80.0,115.0,216.0,111.0,43.0,54.0,343.0,严重,2013-02-24
广运潭 ,60.0,113.0,158.0,108.0,41.0,52.0,278.0,重度,2013-02-23
广运潭 ,57.0,108.0,110.0,105.0,44.0,53.0,169.0,中度,2013-02-22
广运潭 ,86.0,112.0,121.0,106.0,36.0,39.0,190.0,中度,2013-02-21
广运潭 ,99.0,100.0,101.0,104.0,16.0,19.0,153.0,中度,2013-02-20
广运潭 ,55.0,67.0,94.0,103.0,25.0,30.0,142.0,轻度,2013-02-19
广运潭 ,23.0,67.0,96.0,102.0,27.0,34.0,130.0,轻度,2013-02-18
广运潭 ,59.0,82.0,182.0,113.0,35.0,34.0,305.0,严重,2013-02-17
广运潭 ,65.0,73.0,188.0,118.0,37.0,39.0,342.0,严重,2013-02-16
广运潭 ,29.0,53.0,86.0,110.0,32.0,43.0,79.0,轻度,2013-02-15
广运潭 ,57.0,67.0,104.0,110.0,22.0,24.0,144.0,轻度,2013-02-14
广运潭 ,25.0,53.0,90.0,109.0,34.0,45.0,112.0,轻度,2013-02-13
广运潭 ,53.0,47.0,113.0,110.0,30.0,39.0,186.0,中度,2013-02-12
广运潭 ,41.0,53.0,65.36331222977063,113.0,7.0,9.0,312.0,严重,2013-02-11
广运潭 ,60.0,78.0,472.0,114.0,20.0,22.0,499.0,严重,2013-02-10
广运潭 ,95.0,99.2546078251748,182.0,112.0,25.0,28.0,336.0,严重,2013-02-09
广运潭 ,52.0,82.66260989665095,96.0,108.0,17.0,17.0,172.0,中度,2013-02-08
广运潭 ,55.0,80.22074062122998,126.0,111.0,13.0,15.0,216.0,重度,2013-02-07
广运潭 ,69.0,107.0,192.0,115.0,12.0,11.0,335.0,严重,2013-02-06
广运潭 ,74.0,97.0,100.0,110.0,22.0,23.0,153.0,中度,2013-02-05
广运潭 ,50.0,85.0,107.0,112.0,5.0,6.0,180.0,中度,2013-02-04
广运潭 ,42.0,101.0,119.0,111.0,3.0,4.0,213.0,重度,2013-02-03
广运潭 ,63.0,115.0,289.0,116.0,7.0,8.0,381.0,严重,2013-02-02
广运潭 ,74.0,125.0,382.0,116.0,10.0,10.0,432.0,严重,2013-02-01
广运潭 ,56.0,116.0,215.0,111.0,12.0,12.0,334.0,严重,2013-01-31
广运潭 ,84.0,132.0,405.0,111.0,14.0,15.0,422.0,严重,2013-01-30
广运潭 ,68.0,116.0,275.0,108.0,22.0,23.0,343.0,严重,2013-01-29
广运潭 ,81.0,127.0,268.0,106.0,8.0,9.0,306.0,严重,2013-01-28
广运潭 ,79.0,111.0,150.0,101.0,15.0,15.0,196.0,中度,2013-01-27
广运潭 ,89.0,116.0,144.0,101.0,12.0,13.0,173.0,中度,2013-01-26
广运潭 ,57.0,106.0,107.0,98.0,17.0,20.0,108.0,轻度,2013-01-25
广运潭 ,45.0,81.0,94.0,78.0,30.0,38.0,58.0,良,2013-01-24
广运潭 ,65.0,86.0,88.0,90.0,25.0,30.0,83.0,良,2013-01-21
广运潭 ,63.0,124.0,300.0,110.0,4.0,6.0,376.0,严重,2013-01-20
广运潭 ,91.0,138.0,437.0,114.0,5.0,7.0,426.0,严重,2013-01-19
广运潭 ,88.0,139.0,299.0,108.0,6.0,9.0,321.0,严重,2013-01-18
广运潭 ,66.0,111.0,188.0,98.0,39.0,27.0,231.0,重度,2013-01-17
广运潭 ,58.0,111.0,161.0,79.0,32.0,27.0,169.0,中度,2013-01-16
广运潭 ,51.265047478832855,99.19011450094364,163.0,63.0,43.0,41.0,99.0,中度,2013-01-15
广运潭 ,57.0,117.0,372.0,104.0,108.0,25.0,411.0,严重,2013-01-14
广运潭 ,70.0,119.0,220.0,96.0,12.0,11.0,316.0,严重,2013-01-13
广运潭 ,83.0,111.0,178.0,78.0,14.0,14.0,245.0,重度,2013-01-12
广运潭 ,86.0,115.0,184.0,80.0,26.0,23.0,232.0,重度,2013-01-11
广运潭 ,101.0,125.0,263.0,90.0,7.0,8.0,315.0,严重,2013-01-10
广运潭 ,62.0,103.0,167.0,74.0,10.0,12.0,219.0,重度,2013-01-09
广运潭 ,71.0,122.0,270.0,85.0,4.0,5.0,310.0,严重,2013-01-08
广运潭 ,82.0,131.0,340.0,96.0,6.0,8.0,342.0,严重,2013-01-07
广运潭 ,81.0,127.0,354.0,97.0,6.0,8.0,370.0,严重,2013-01-06
广运潭 ,103.0,113.0,186.0,67.0,8.0,9.0,239.0,重度,2013-01-05
广运潭 ,65.0,88.0,102.0,43.0,26.0,10.0,144.0,轻度,2013-01-04
广运潭 ,14.0,54.0,27.0,21.0,57.0,25.0,43.0,良,2013-01-03
广运潭 ,38.0,68.0,46.0,29.0,41.0,17.0,82.0,良,2013-01-02
广运潭 ,37.0,94.0,64.0,33.0,60.0,23.0,104.0,轻度,2013-01-01
草滩 ,44.0,44.0,82.0,56.010951766351454,64.0,78.0,80.0,良,2013-04-26
草滩 ,38.0,44.0,85.0,50.06099739592708,42.0,60.0,90.0,良,2013-04-25
草滩 ,43.0,49.0,105.0,68.07837069135189,37.0,48.0,182.0,中度,2013-04-24
草滩 ,42.0,49.0,233.83408152836083,58.65688462287857,28.0,35.0,232.0,重度,2013-04-23
草滩 ,25.0,35.0,229.9740626726037,52.0,12.0,15.0,236.0,重度,2013-04-22
草滩 ,23.0,28.0,82.0,45.0,15.0,19.0,134.0,轻度,2013-04-21
草滩 ,16.0,24.0,59.0,36.0,8.0,10.0,87.0,良,2013-04-20
草滩 ,18.0,25.0,78.0,32.0,11.0,14.0,83.0,良,2013-04-19
草滩 ,26.0,28.0,160.0,15.0,18.0,23.0,143.0,中度,2013-04-18
草滩 ,55.0,38.0,129.0,22.0,59.0,90.0,118.0,轻度,2013-04-17
草滩 ,44.0,57.0,122.0,18.0,40.0,58.0,80.0,轻度,2013-04-16
草滩 ,54.0,60.0,143.0,39.0,38.0,59.0,103.0,轻度,2013-04-15
草滩 ,51.0,99.88604446852982,239.8543888017056,49.0,36.0,49.0,110.0,轻度,2013-04-14
草滩 ,63.0,58.0,13.288628282407428,69.0,35.0,46.0,108.0,轻度,2013-04-13
草滩 ,48.0,58.0,147.0,50.0,34.0,45.0,103.0,轻度,2013-04-12
草滩 ,44.0,47.0,128.0,56.0,35.0,46.0,103.0,轻度,2013-04-11
草滩 ,24.0,38.0,0.0,70.0,32.0,44.0,67.0,良,2013-04-10
草滩 ,26.0,28.0,0.0,80.0,30.0,44.0,43.0,良,2013-04-09
草滩 ,26.0,32.0,119.0,75.0,28.0,35.0,94.0,轻度,2013-04-08
草滩 ,59.0,47.0,122.0,79.0,34.0,39.0,102.0,轻度,2013-04-07
草滩 ,18.0,25.0,93.0,88.0,26.0,26.0,87.0,良,2013-04-06
草滩 ,21.0,24.0,95.0,79.0,18.0,20.0,57.0,良,2013-04-05
草滩 ,23.0,25.0,100.0,76.0,23.0,23.0,133.0,轻度,2013-04-04
草滩 ,56.0,44.0,139.0,105.0,42.0,61.0,173.0,中度,2013-04-03
草滩 ,47.0,42.0,115.0,117.0,23.0,30.0,105.0,轻度,2013-04-02
草滩 ,50.0,58.0,178.0,120.0,37.0,51.0,253.0,重度,2013-04-01
草滩 ,40.0,40.0,125.0,114.0,35.0,43.0,203.0,重度,2013-03-31
草滩 ,45.0,45.0,124.0,113.0,35.0,46.0,198.0,中度,2013-03-30
草滩 ,46.0,38.0,136.0,111.0,27.0,39.0,183.0,中度,2013-03-29
草滩 ,53.0,59.0,169.0,108.0,41.0,43.0,180.0,中度,2013-03-28
草滩 ,51.0,59.0,131.0,103.0,33.0,39.0,127.0,轻度,2013-03-27
草滩 ,31.0,43.0,108.0,101.0,31.0,40.0,153.0,中度,2013-03-26
草滩 ,38.0,33.0,93.0,99.0,15.0,22.692015377814485,115.0,轻度,2013-03-25
草滩 ,33.0,25.0,120.0,89.0,31.0,43.0,113.0,轻度,2013-03-24
草滩 ,60.0,54.0,137.0,101.0,33.0,39.0,183.0,中度,2013-03-23
草滩 ,52.0,57.0,153.0,101.0,30.0,35.0,216.0,重度,2013-03-22
草滩 ,41.0,48.0,131.0,94.0,21.0,30.0,162.0,中度,2013-03-21
草滩 ,50.0,43.0,168.0,80.0,29.0,40.0,140.0,中度,2013-03-20
草滩 ,67.0,75.0,272.0,94.0,23.0,24.0,212.0,重度,2013-03-19
草滩 ,61.0,59.0,263.0,70.0,26.0,32.0,150.0,重度,2013-03-18
草滩 ,53.0,47.0,148.0,55.0,32.0,43.0,192.0,中度,2013-03-17
草滩 ,53.0,49.0,157.0,62.0,18.0,26.0,247.0,重度,2013-03-16
草滩 ,49.0,40.0,109.0,62.0,31.0,42.0,180.0,中度,2013-03-15
草滩 ,37.0,30.0,102.0,48.0,24.0,33.0,147.0,轻度,2013-03-14
草滩 ,52.0,43.0,405.0,57.0,18.0,23.0,260.0,严重,2013-03-13
草滩 ,52.0,50.0,500.0,105.0,14.0,16.0,246.0,严重,2013-03-12
草滩 ,31.0,33.0,80.0,116.0,16.0,21.0,89.0,轻度,2013-03-11
草滩 ,26.0,25.0,164.0,113.0,15.0,21.0,102.0,中度,2013-03-10
草滩 ,47.0,44.0,500.0,109.0,16.0,22.0,256.0,严重,2013-03-09
草滩 ,59.0,69.0,189.0,107.0,35.0,34.0,200.0,中度,2013-03-08
草滩 ,56.0,72.0,272.0,104.0,21.0,25.0,203.0,重度,2013-03-07
草滩 ,51.0,54.0,183.0,85.0,20.0,29.0,183.0,中度,2013-03-06
草滩 ,55.0,60.0,177.0,76.0,26.0,30.0,218.0,重度,2013-03-05
草滩 ,51.0,53.0,155.0,61.0,22.0,28.0,173.0,中度,2013-03-04
草滩 ,50.0,57.0,175.0,49.0,21.0,25.0,192.0,中度,2013-03-03
草滩 ,48.0,52.0,131.0,29.0,15.0,20.0,117.0,轻度,2013-03-02
草滩 ,35.0,29.0,82.0,9.0,14.0,20.0,58.0,良,2013-03-01
草滩 ,56.0,59.0,179.0,79.35343911424695,15.0,36.0,271.0,重度,2013-02-28
草滩 ,57.0,63.0,210.0,73.0,39.0,41.0,380.0,严重,2013-02-27
